lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_27,lig_39,-2.4345 kcal/mol,0.6656 kcal/mol,-5.298465094707733,0.4294194986703608,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_33,lig_34,2.5926 kcal/mol,0.6903 kcal/mol,-0.37762611395538803,5.562902391608969,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_32,lig_34,-0.5920 kcal/mol,0.3497 kcal/mol,-2.0964929323494346,0.9125614208391022,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_33,lig_67,-1.9237 kcal/mol,0.7819 kcal/mol,-5.287885297116468,1.4404421028568142,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_65,lig_67,-1.1149 kcal/mol,0.5501 kcal/mol,-3.4819559966061515,1.2521269356690308,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_33,lig_37,-0.7646 kcal/mol,0.8629 kcal/mol,-4.477118478942446,2.9479970840529686,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_27,lig_33,-1.5059 kcal/mol,0.2324 kcal/mol,-2.5059593750810656,-0.5058702969943722,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_27,lig_32,-0.2075 kcal/mol,0.4823 kcal/mol,-2.282631626444588,1.8675426603853145,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_50,-0.8094 kcal/mol,0.1546 kcal/mol,-1.4747226583413555,-0.14413594031740573,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_56,-1.0982 kcal/mol,0.6217 kcal/mol,-3.773162314505603,1.5767631629394767,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_53,lig_58,-2.1647 kcal/mol,0.5098 kcal/mol,-4.358256186937021,0.02893857717913839,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_56,lig_58,-2.1919 kcal/mol,0.2305 kcal/mol,-3.1837641775686505,-1.1999700071366606,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_60,lig_61,0.0529 kcal/mol,0.2932 kcal/mol,-1.208707800332375,1.3144731758390016,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_60,lig_63,-2.1912 kcal/mol,0.2051 kcal/mol,-3.0738127427413753,-1.3086298955397497,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_60,lig_65,-1.8861 kcal/mol,0.0436 kcal/mol,-2.07386327373509,-1.6983090868665291,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_50,lig_61,-1.5139 kcal/mol,2.1284 kcal/mol,-10.67144787363272,7.643694874354251,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_53,lig_63,-2.2239 kcal/mol,0.5308 kcal/mol,-4.507633812863588,0.05975866127853102,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_32,lig_37,-0.3623 kcal/mol,0.5038 kcal/mol,-2.530070358176638,1.80549077377293,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_32,lig_39,-0.2607 kcal/mol,0.6100 kcal/mol,-2.8853788772901763,2.3640623580934315,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_65,-3.4362 kcal/mol,0.8962 kcal/mol,-7.292273197269282,0.41994664958137173,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_60,lig_67,-3.8730 kcal/mol,0.1010 kcal/mol,-4.3074826875038115,-3.43855919622933,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_67,-2.7778 kcal/mol,0.3887 kcal/mol,-4.450312623801025,-1.1052109675554365,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_53,lig_67,-1.3773 kcal/mol,0.2552 kcal/mol,-2.4753500083207007,-0.2793176884866164,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_39,lig_67,-3.3083 kcal/mol,0.7024 kcal/mol,-6.3306407901347646,-0.2858843978510075,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_34,lig_37,-1.4094 kcal/mol,0.6058 kcal/mol,-4.015834498530068,1.1969705942146645,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_53,lig_56,1.4613 kcal/mol,0.6003 kcal/mol,-1.1216631549297915,4.044339910328887,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_50,lig_58,-2.4011 kcal/mol,0.6086 kcal/mol,-5.01966933391382,0.21751069462433525,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_33,lig_53,-2.6937 kcal/mol,0.4966 kcal/mol,-4.830423495254241,-0.5570152132550361,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_53,-2.7963 kcal/mol,0.2007 kcal/mol,-3.659960811140357,-1.9325987082812923,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_50,lig_53,-2.5404 kcal/mol,1.6657 kcal/mol,-9.707336049455904,4.626610712192863,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_61,lig_63,-4.5594 kcal/mol,1.0218 kcal/mol,-8.955797146202352,-0.16303441114080108,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_63,lig_65,1.9360 kcal/mol,1.5732 kcal/mol,-4.832839339987769,8.704824861917983,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_27,lig_65,-0.3674 kcal/mol,1.2293 kcal/mol,-5.6565168617144845,4.921716613976885,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_27,lig_61,1.1043 kcal/mol,0.7517 kcal/mol,-2.130000703648071,4.338570113233109,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_33,lig_39,-0.0348 kcal/mol,0.8424 kcal/mol,-3.6595357424126487,3.5900028531583423,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_27,lig_60,-1.4196 kcal/mol,1.0862 kcal/mol,-6.093182228331546,3.2539179753009435,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
