lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_33,lig_34,-0.6718 kcal/mol,0.2895 kcal/mol,-1.917328287428981,0.5737736523571217,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_27,lig_39,-2.9699 kcal/mol,0.2389 kcal/mol,-3.99795863044727,-1.94178907194185,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_32,lig_34,-0.9809 kcal/mol,0.1147 kcal/mol,-1.4741942169315607,-0.4875462358922202,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_33,lig_67,-1.9801 kcal/mol,0.2620 kcal/mol,-3.10730836159612,-0.8528537505839093,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_33,lig_37,-1.3456 kcal/mol,0.1842 kcal/mol,-2.138064465085268,-0.5531355070448088,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_27,lig_32,-0.2651 kcal/mol,0.0626 kcal/mol,-0.5346703431336312,0.004411228660586075,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_65,lig_67,1.9150 kcal/mol,0.1572 kcal/mol,1.2387440261041234,2.591233974394888,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_27,lig_33,-1.0287 kcal/mol,0.0461 kcal/mol,-1.2271293052180139,-0.8302321703596379,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_50,0.6469 kcal/mol,0.2011 kcal/mol,-0.21854244419417224,1.512389444629381,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_56,-0.5591 kcal/mol,0.0894 kcal/mol,-0.9438088870016987,-0.17438891660959904,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_56,lig_58,-2.1765 kcal/mol,0.1117 kcal/mol,-2.657009430264644,-1.6959445166315277,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_53,lig_58,-0.6719 kcal/mol,0.0500 kcal/mol,-0.8870007424588678,-0.4567687196153599,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_60,lig_61,1.2846 kcal/mol,0.1598 kcal/mol,0.5969496296720017,1.9721740808362118,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_60,lig_63,-1.7536 kcal/mol,0.1141 kcal/mol,-2.2445238387303275,-1.2626432015584528,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_50,lig_61,-1.0114 kcal/mol,0.0645 kcal/mol,-1.2887289346248973,-0.7341145724555691,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_60,lig_65,-1.7480 kcal/mol,0.0221 kcal/mol,-1.8432421167929613,-1.6527988832078735,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_53,lig_63,-0.8718 kcal/mol,0.0254 kcal/mol,-0.9809628034787267,-0.7627222488525035,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_32,lig_37,-2.6724 kcal/mol,0.0538 kcal/mol,-2.9040180847314345,-2.440789653870468,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_65,-3.4133 kcal/mol,0.0883 kcal/mol,-3.7930613068202783,-3.033609648539474,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_32,lig_39,-2.6910 kcal/mol,0.1430 kcal/mol,-3.3063950782604974,-2.0755157519321723,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_60,lig_67,0.1320 kcal/mol,0.1563 kcal/mol,-0.5405500079226825,0.80449450888144,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
lig_37,lig_67,-1.7836 kcal/mol,0.1638 kcal/mol,-2.4882313269390646,-1.0788986313331255,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75,None
