lig_0,lig_1,freenrg,error,engine,analysis
lig_27,lig_39,-2.3133 kcal/mol,0.4479 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_34,2.1492 kcal/mol,0.7977 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_32,lig_34,-0.6107 kcal/mol,0.4073 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_67,-1.9716 kcal/mol,0.7720 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_37,-0.8913 kcal/mol,0.8067 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_65,lig_67,-1.0034 kcal/mol,0.5090 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_32,-0.3209 kcal/mol,0.5282 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_33,-1.3994 kcal/mol,0.1974 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_50,-1.0074 kcal/mol,0.1784 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_56,-1.1572 kcal/mol,0.6464 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_53,lig_58,-2.0649 kcal/mol,0.4809 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_56,lig_58,-2.3484 kcal/mol,0.2067 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_60,lig_61,-0.2082 kcal/mol,0.2845 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_60,lig_63,-2.2148 kcal/mol,0.2696 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
