lig_0,lig_1,freenrg,error,engine,analysis
lig_27,lig_39,-2.8241 kcal/mol,0.3250 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_34,-0.7107 kcal/mol,0.2618 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_32,lig_34,-1.0035 kcal/mol,0.0973 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_67,-1.7651 kcal/mol,0.2593 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_37,-1.3446 kcal/mol,0.1422 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_65,lig_67,1.9573 kcal/mol,0.1528 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_32,-0.3328 kcal/mol,0.0615 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_33,-1.0982 kcal/mol,0.0627 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_50,0.6453 kcal/mol,0.2093 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_56,-0.5551 kcal/mol,0.0798 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_53,lig_58,-0.6909 kcal/mol,0.0485 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_56,lig_58,-2.1527 kcal/mol,0.1269 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_60,lig_61,1.2310 kcal/mol,0.1374 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_60,lig_63,-1.7355 kcal/mol,0.0799 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
