lig_0,lig_1,freenrg,error,engine,analysis
lig_27,lig_39,-2.5367 kcal/mol,0.5606 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_33,lig_34,-0.5774 kcal/mol,0.2803 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_32,lig_34,-1.0456 kcal/mol,0.0790 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_33,lig_67,-1.1562 kcal/mol,0.2598 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_33,lig_37,-1.3427 kcal/mol,0.1680 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_65,lig_67,2.0318 kcal/mol,0.1294 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_32,-0.3094 kcal/mol,0.0359 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_33,-1.0658 kcal/mol,0.0621 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_37,lig_50,0.7401 kcal/mol,0.1993 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_37,lig_56,-0.5648 kcal/mol,0.0931 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_53,lig_58,-0.6866 kcal/mol,0.0430 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_56,lig_58,-2.1570 kcal/mol,0.1150 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_60,lig_61,1.1530 kcal/mol,0.1900 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_60,lig_63,-1.6992 kcal/mol,0.0750 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_60,lig_65,-1.7212 kcal/mol,0.0345 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_50,lig_61,-1.0366 kcal/mol,0.0494 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_53,lig_63,-0.8809 kcal/mol,0.0630 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_32,lig_37,-2.7551 kcal/mol,0.2425 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_32,lig_39,-2.0424 kcal/mol,0.2227 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_37,lig_65,-3.3371 kcal/mol,0.0931 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_37,lig_67,-1.6528 kcal/mol,0.1322 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_60,lig_67,0.1483 kcal/mol,0.2350 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_53,lig_67,1.2645 kcal/mol,0.1478 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_39,lig_67,-1.4275 kcal/mol,0.8162 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_53,lig_56,1.5014 kcal/mol,0.1406 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_34,lig_37,-0.9695 kcal/mol,0.2773 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_50,lig_58,-2.8584 kcal/mol,0.1460 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_33,lig_53,-4.1273 kcal/mol,0.2063 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_37,lig_53,-2.5016 kcal/mol,0.0592 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_50,lig_53,-2.3150 kcal/mol,0.2185 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_61,lig_63,-2.7276 kcal/mol,0.2595 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_63,lig_65,0.4825 kcal/mol,0.0987 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_33,lig_39,-0.3366 kcal/mol,0.8833 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_65,-5.5324 kcal/mol,0.1584 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_61,-2.1970 kcal/mol,0.3437 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_60,-3.5517 kcal/mol,0.3477 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_34,-2.7286 kcal/mol,0.6298 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_67,-2.4819 kcal/mol,0.2411 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_50,-2.0754 kcal/mol,0.2128 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_63,-6.2863 kcal/mol,0.2842 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_37,lig_61,-0.3868 kcal/mol,0.1502 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_56,-1.7475 kcal/mol,0.2168 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_34,lig_53,-3.6814 kcal/mol,0.2668 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_32,lig_33,-0.8676 kcal/mol,0.1146 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_61,lig_67,-1.0366 kcal/mol,0.1032 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_58,-4.9831 kcal/mol,0.1760 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_27,lig_37,-2.9889 kcal/mol,0.1690 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_61,lig_65,-3.0530 kcal/mol,0.0771 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_37,lig_63,-3.1882 kcal/mol,0.1891 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_50,lig_56,-0.5841 kcal/mol,0.3075 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_34,lig_39,0.3335 kcal/mol,0.2076 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_56,lig_60,-0.8290 kcal/mol,0.0283 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_33,lig_50,-0.8887 kcal/mol,0.2748 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
