lig_0,lig_1,freenrg,error,engine,analysis
lig_33,lig_34,-0.3414 kcal/mol,0.2580 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_27,lig_39,-1.1935 kcal/mol,0.1252 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_33,lig_67,-2.0947 kcal/mol,0.3907 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_32,lig_34,-2.0264 kcal/mol,0.1158 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_33,lig_37,-0.6225 kcal/mol,0.0513 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_27,lig_32,-0.4554 kcal/mol,0.1536 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_27,lig_33,-1.1193 kcal/mol,0.0568 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_37,lig_50,0.1137 kcal/mol,0.0573 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_37,lig_56,-0.3491 kcal/mol,0.0982 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_56,lig_58,-1.9766 kcal/mol,0.0307 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_60,lig_61,1.1154 kcal/mol,0.0619 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_53,lig_58,-0.9782 kcal/mol,0.3982 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_60,lig_63,-1.1318 kcal/mol,0.0845 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_60,lig_65,-1.1284 kcal/mol,0.0613 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_50,lig_61,-0.9425 kcal/mol,0.1752 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_53,lig_63,-0.9335 kcal/mol,0.0379 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_32,lig_37,-1.0811 kcal/mol,0.1216 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_32,lig_39,-1.1312 kcal/mol,0.1490 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_37,lig_65,-1.9583 kcal/mol,0.1459 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_60,lig_67,-0.9164 kcal/mol,0.0642 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_53,lig_67,0.4638 kcal/mol,0.1030 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_34,lig_37,-0.6630 kcal/mol,0.0555 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_53,lig_56,1.3766 kcal/mol,0.0558 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_50,lig_58,-2.1131 kcal/mol,0.0756 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_63,lig_65,0.6194 kcal/mol,0.0411 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_27,lig_65,-3.3045 kcal/mol,0.1117 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_33,lig_39,0.0910 kcal/mol,0.2252 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_27,lig_61,-1.6211 kcal/mol,0.0889 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
