lig_0,lig_1,freenrg,error,engine,analysis
lig_27,lig_39,-2.6641 kcal/mol,0.2297 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_33,lig_34,-0.6505 kcal/mol,0.2639 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_32,lig_34,-1.0726 kcal/mol,0.1107 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_33,lig_67,-1.6723 kcal/mol,0.2377 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_33,lig_37,-1.5277 kcal/mol,0.1669 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_65,lig_67,1.9003 kcal/mol,0.1468 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_27,lig_32,-0.3177 kcal/mol,0.0717 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_27,lig_33,-1.1985 kcal/mol,0.0870 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_37,lig_50,0.6983 kcal/mol,0.1652 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_37,lig_56,-0.6221 kcal/mol,0.0950 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_53,lig_58,-0.7978 kcal/mol,0.0130 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_56,lig_58,-2.1299 kcal/mol,0.1267 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_60,lig_61,1.2975 kcal/mol,0.1491 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_60,lig_63,-1.7968 kcal/mol,0.1187 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_60,lig_65,-1.7379 kcal/mol,0.0271 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_50,lig_61,-1.0175 kcal/mol,0.0792 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_53,lig_63,-0.9396 kcal/mol,0.0537 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_32,lig_37,-2.7419 kcal/mol,0.2814 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_32,lig_39,-2.5059 kcal/mol,0.1516 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_37,lig_65,-3.3445 kcal/mol,0.1146 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_37,lig_67,-1.7632 kcal/mol,0.1224 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_60,lig_67,0.1839 kcal/mol,0.2130 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_53,lig_67,1.2285 kcal/mol,0.1536 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
