lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_CHEMBL3264999,lig_CHEMBL3265002,0.5049 kcal/mol,0.1141 kcal/mol,0.013927406783019458,0.9959193172973988,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3264999,lig_CHEMBL3265004,-0.3793 kcal/mol,0.0864 kcal/mol,-0.7511148961893879,-0.007514898721784624,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3259820,lig_CHEMBL3264999,-1.9053 kcal/mol,0.8886 kcal/mol,-13.19574165103535,9.385177836325854,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3264999,lig_CHEMBL3265005,3.1388 kcal/mol,0.2049 kcal/mol,2.2570160203062746,4.020546156365434,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3259820,lig_CHEMBL3265026,-0.7819 kcal/mol,0.3425 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3259820,lig_CHEMBL3265016,0.1134 kcal/mol,0.3309 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265005,lig_CHEMBL3265026,-1.1507 kcal/mol,0.4580 kcal/mol,-3.121383877166677,0.81989531353001,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3259820,lig_CHEMBL3265017,-0.7376 kcal/mol,0.5683 kcal/mol,-3.1828565182214517,1.7076916614542297,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265028,lig_CHEMBL3265036,0.2611 kcal/mol,0.3573 kcal/mol,-4.278766508822804,4.801032647897258,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265028,lig_CHEMBL3265030,0.1834 kcal/mol,0.2129 kcal/mol,-0.7326342984422737,1.0993839476187146,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265027,lig_CHEMBL3265036,-0.7992 kcal/mol,0.0720 kcal/mol,-1.7142542102448828,0.11575660495251716,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265005,lig_CHEMBL3265014,-0.8633 kcal/mol,0.1584 kcal/mol,-1.5448141379879237,-0.18178722547828152,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3259820,lig_CHEMBL3265005,0.3176 kcal/mol,0.9991 kcal/mol,-3.981288730966096,4.616447459689297,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265024,lig_CHEMBL3265025,1.6572 kcal/mol,0.4798 kcal/mol,-0.4073675739377236,3.721762277425241,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265027,lig_CHEMBL3265030,-0.1479 kcal/mol,0.4454 kcal/mol,-2.0644984117292253,1.7686637146064423,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265027,lig_CHEMBL3265034,-1.1468 kcal/mol,0.8036 kcal/mol,-4.604576833208606,2.3109430525658787,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265028,lig_CHEMBL3265037,-0.4924 kcal/mol,0.2308 kcal/mol,-1.485300670604272,0.5004733213918342,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265027,lig_CHEMBL3265035,-0.7603 kcal/mol,0.0687 kcal/mol,-1.633597066538186,0.11307378443673566,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265033,lig_CHEMBL3265034,1.2833 kcal/mol,0.2365 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265032,lig_CHEMBL3265033,-0.4254 kcal/mol,0.1983 kcal/mol,-2.945240015300769,2.094514622549966,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265029,lig_CHEMBL3265035,-0.7372 kcal/mol,0.3452 kcal/mol,-2.222535011685279,0.7481207065836113,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265025,lig_CHEMBL3265026,-1.0716 kcal/mol,0.1222 kcal/mol,-1.5972182839310451,-0.5460540189466951,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265031,lig_CHEMBL3265034,0.1922 kcal/mol,0.3508 kcal/mol,-1.317208120018961,1.7015159079345494,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265024,lig_CHEMBL3265026,-0.2489 kcal/mol,0.2031 kcal/mol,-1.122754375281389,0.6249247294556288,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265031,lig_CHEMBL3265032,-0.0622 kcal/mol,0.1413 kcal/mol,-0.6700129317351925,0.5456637328333388,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265002,lig_CHEMBL3265004,-0.7643 kcal/mol,0.0700 kcal/mol,-1.0654600475356795,-0.46304213000208766,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265006,lig_CHEMBL3265009,-0.4142 kcal/mol,0.1567 kcal/mol,-2.4053079742435797,1.5769414994550983,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265012,lig_CHEMBL3265013,0.0803 kcal/mol,0.1872 kcal/mol,-0.7253047876743774,0.8859074417795465,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265017,lig_CHEMBL3265028,0.3492 kcal/mol,0.1579 kcal/mol,-0.33030395418474956,1.0286130613304874,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265017,lig_CHEMBL3265029,-0.0941 kcal/mol,0.2835 kcal/mol,-3.696216184737438,3.5079992055810636,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265032,lig_CHEMBL3265037,0.2953 kcal/mol,0.1347 kcal/mol,-0.28417685855605135,0.8748073650359272,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3264996,lig_CHEMBL3264999,0.0346 kcal/mol,0.5380 kcal/mol,-2.2800559157799776,2.349292793007374,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265008,lig_CHEMBL3265010,-0.3729 kcal/mol,0.0647 kcal/mol,-0.6511550072996843,-0.0947095871817265,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265009,lig_CHEMBL3265010,0.2958 kcal/mol,0.0744 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265012,lig_CHEMBL3265014,-0.1417 kcal/mol,0.0944 kcal/mol,-0.5480896734869425,0.2646659374743655,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265019,lig_CHEMBL3265022,-0.6671 kcal/mol,0.1012 kcal/mol,-1.95258734473076,0.6182937930935377,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265020,lig_CHEMBL3265023,0.1127 kcal/mol,0.0714 kcal/mol,-0.7944998331431335,1.0198393965950516,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3259820,lig_CHEMBL3265013,0.0533 kcal/mol,0.1451 kcal/mol,-1.7905641241087968,1.8972363904343572,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_CHEMBL3265005,lig_CHEMBL3265006,-0.9580 kcal/mol,0.0565 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
