lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_CHEMBL3264999,lig_CHEMBL3265002,0.3338 kcal/mol,0.0900 kcal/mol,-0.05344954097385546,0.7210412518195256,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3264999,lig_CHEMBL3265004,-0.5750 kcal/mol,0.1530 kcal/mol,-1.233418332955396,0.08335633908002749,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3259820,lig_CHEMBL3264999,-1.1771 kcal/mol,1.1733 kcal/mol,-16.085256118555492,13.731131971434403,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3264999,lig_CHEMBL3265005,3.1493 kcal/mol,0.3550 kcal/mol,1.6218372783512207,4.676688906947591,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3259820,lig_CHEMBL3265026,-1.1416 kcal/mol,0.1877 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3259820,lig_CHEMBL3265016,-0.1038 kcal/mol,0.3704 kcal/mol,-1.6975487687063,1.489992848794339,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3259820,lig_CHEMBL3265017,-0.4377 kcal/mol,0.5276 kcal/mol,-2.7078651978622927,1.832449093359986,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265028,lig_CHEMBL3265036,-0.0559 kcal/mol,0.2312 kcal/mol,-2.993411063150129,2.8816756694157335,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265005,lig_CHEMBL3265026,-1.1781 kcal/mol,0.4029 kcal/mol,-2.911684593608957,0.5554017951804759,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265028,lig_CHEMBL3265030,0.0108 kcal/mol,0.2400 kcal/mol,-1.021636663451859,1.0432155197860002,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265027,lig_CHEMBL3265036,-0.5851 kcal/mol,0.1268 kcal/mol,-1.1306528447158881,-0.039481970400009336,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265005,lig_CHEMBL3265014,-0.8615 kcal/mol,0.2529 kcal/mol,-1.9496398656774372,0.22666384380094273,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3259820,lig_CHEMBL3265005,0.7014 kcal/mol,0.9004 kcal/mol,-3.1725225625021047,4.575310118841523,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265024,lig_CHEMBL3265025,1.4637 kcal/mol,0.5834 kcal/mol,-1.0467073171404937,3.974048442855514,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265027,lig_CHEMBL3265030,-0.8108 kcal/mol,0.3342 kcal/mol,-2.248602530208159,0.6269156558144962,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265027,lig_CHEMBL3265034,-0.5207 kcal/mol,0.6371 kcal/mol,-3.2620748849123995,2.2206129493568634,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265027,lig_CHEMBL3265035,-1.0926 kcal/mol,0.3297 kcal/mol,-2.5111039737897203,0.3258976422721045,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265028,lig_CHEMBL3265037,-0.6358 kcal/mol,0.1195 kcal/mol,-1.1501074104686584,-0.12149579617510209,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265033,lig_CHEMBL3265034,1.6371 kcal/mol,0.3747 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265032,lig_CHEMBL3265033,-0.4342 kcal/mol,0.2305 kcal/mol,-3.363472341408649,2.495154960897335,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265031,lig_CHEMBL3265034,0.2060 kcal/mol,0.4431 kcal/mol,-1.7005938905890412,2.1126771896259493,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265029,lig_CHEMBL3265035,-0.6518 kcal/mol,0.1287 kcal/mol,-1.2053295682261116,-0.09817407753177387,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265025,lig_CHEMBL3265026,-1.3535 kcal/mol,0.1440 kcal/mol,-1.9731350781597234,-0.7337918638016683,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265024,lig_CHEMBL3265026,-0.4121 kcal/mol,0.2239 kcal/mol,-1.3754250581857286,0.551151102908977,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265031,lig_CHEMBL3265032,-0.0797 kcal/mol,0.2574 kcal/mol,-1.1872161539103159,1.0279063947171805,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265002,lig_CHEMBL3265004,-0.5912 kcal/mol,0.0866 kcal/mol,-0.9636205994517943,-0.21875422035195352,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265006,lig_CHEMBL3265009,-0.4378 kcal/mol,0.1659 kcal/mol,-2.54603134427266,1.6704848421278737,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265012,lig_CHEMBL3265013,0.1467 kcal/mol,0.2232 kcal/mol,-0.8134342948127384,1.1069312208568947,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265017,lig_CHEMBL3265028,0.6152 kcal/mol,0.1711 kcal/mol,-0.12100345312260208,1.3514093333826351,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265017,lig_CHEMBL3265029,0.0938 kcal/mol,0.0891 kcal/mol,-0.2894180496605664,0.4770799407727907,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265032,lig_CHEMBL3265037,-0.0335 kcal/mol,0.2960 kcal/mol,-1.306946373909498,1.2399730378321445,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3264996,lig_CHEMBL3264999,0.2123 kcal/mol,0.5646 kcal/mol,-2.2170023282875375,2.6416497629068685,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265008,lig_CHEMBL3265010,-0.4120 kcal/mol,0.0609 kcal/mol,-0.6742284611649425,-0.14984278666895406,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265009,lig_CHEMBL3265010,0.1551 kcal/mol,0.0728 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265012,lig_CHEMBL3265014,-0.1835 kcal/mol,0.0789 kcal/mol,-0.5230879938706358,0.15611312774017105,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265019,lig_CHEMBL3265022,0.1650 kcal/mol,0.7087 kcal/mol,-2.8842541564754622,3.214250356977578,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265020,lig_CHEMBL3265023,-0.4585 kcal/mol,0.1187 kcal/mol,-0.9690833036923265,0.052005372540006034,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3259820,lig_CHEMBL3265013,-0.0361 kcal/mol,0.1461 kcal/mol,-0.664757442650553,0.592485970567323,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265005,lig_CHEMBL3265006,-0.7412 kcal/mol,0.0956 kcal/mol,-1.1525380378854095,-0.32985336437415635,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265005,lig_CHEMBL3265009,-0.0588 kcal/mol,0.1530 kcal/mol,-0.7169409124910706,0.5994196642461775,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265021,lig_CHEMBL3265023,-0.7838 kcal/mol,0.2296 kcal/mol,-3.7006010764898454,2.132931070047394,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265017,lig_CHEMBL3265022,-0.3525 kcal/mol,0.2027 kcal/mol,-1.2246352400197593,0.5197080455219814,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265008,lig_CHEMBL3265009,-0.1488 kcal/mol,0.1189 kcal/mol,-0.6601869080216543,0.3626402321765494,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265017,lig_CHEMBL3265021,0.8905 kcal/mol,0.1724 kcal/mol,0.1486099757113324,1.6324622873518868,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265016,lig_CHEMBL3265017,0.0612 kcal/mol,0.1680 kcal/mol,-0.6616499864101616,0.784105537226154,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
lig_CHEMBL3265016,lig_CHEMBL3265018,-0.2879 kcal/mol,0.0481 kcal/mol,-0.49501114723942385,-0.08085598015177478,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50,None
