lig_0,lig_1,freenrg,error,engine,analysis
lig_224,lig_290,-3.5795 kcal/mol,0.1345 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_224,lig_235,0.6185 kcal/mol,1.2311 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_266,lig_290,-3.2942 kcal/mol,0.2367 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_155,lig_30,1.3000 kcal/mol,0.5059 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_155,lig_42,2.4155 kcal/mol,0.4171 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_235,lig_266,0.2484 kcal/mol,1.0523 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_251,lig_67,-2.3326 kcal/mol,0.3042 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_256,lig_67,-4.1324 kcal/mol,0.3504 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_30,lig_42,0.9879 kcal/mol,0.1750 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_155,lig_23,3.1504 kcal/mol,0.1981 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_31,lig_43,0.1092 kcal/mol,0.0767 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_23,lig_251,-2.9847 kcal/mol,0.3821 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_252,lig_256,1.2264 kcal/mol,0.9050 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_164,lig_237,0.2014 kcal/mol,0.6037 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_227,lig_235,2.1098 kcal/mol,0.3507 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_15,lig_227,-2.3301 kcal/mol,0.2379 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_15,lig_237,-0.2874 kcal/mol,0.0450 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_156,lig_57,-1.9221 kcal/mol,0.1143 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_164,lig_165,-0.4057 kcal/mol,0.0295 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_215,lig_231,2.7554 kcal/mol,0.3259 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
