lig_2k lig_2u 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2u lig_2x 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2l lig_2q 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2ee lig_2w 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2ee lig_2v 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2e lig_2q 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2b lig_2l 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2bb lig_2v 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2b lig_2z 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2n lig_2o 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2a lig_2p 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2p lig_2t 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2l lig_2o 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2bb lig_2w 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2ii lig_2v 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2m lig_2x 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2l lig_2m 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2ii lig_2w 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2v lig_2y 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2g lig_2v 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2gg lig_2v 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2t lig_2x 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2l lig_2x 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2d lig_2s 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2w lig_2y 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
lig_2e lig_2r 12 0.0000,0.0909,0.1818,0.2727,0.3636,0.4546,0.5454,0.6364,0.7273,0.8182,0.9091,1.0000 SOMD
