lig_0,lig_1,freenrg,error,engine,analysis
lig_2b,lig_2h,2.6066 kcal/mol,0.8520 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2d,lig_2v,0.5421 kcal/mol,0.1940 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2c,lig_2e,5.4677 kcal/mol,0.3096 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2c,lig_2f,2.5799 kcal/mol,0.8332 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2d,lig_2w,-0.8122 kcal/mol,0.3131 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2x,lig_2y,-0.6405 kcal/mol,0.1642 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2a,lig_2w,0.1258 kcal/mol,0.0960 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2e,lig_2v,-1.4983 kcal/mol,0.7497 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2j,lig_2v,2.2409 kcal/mol,0.2624 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2v,lig_2x,-0.8026 kcal/mol,0.3481 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2hh,lig_2w,2.1981 kcal/mol,0.1818 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2ii,lig_2w,-0.4636 kcal/mol,0.3576 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2k,lig_2q,-2.6640 kcal/mol,0.2300 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2q,lig_2u,0.7726 kcal/mol,0.1698 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2bb,lig_2z,0.4708 kcal/mol,0.2398 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2p,lig_2s,-0.1002 kcal/mol,0.4604 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2y,lig_2z,0.9778 kcal/mol,0.5229 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2n,lig_2o,0.8968 kcal/mol,0.2303 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
