lig_0,lig_1,freenrg,error,engine,analysis
lig_2b,lig_2h,2.7636 kcal/mol,0.9499 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2d,lig_2v,0.5895 kcal/mol,0.1626 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2c,lig_2e,5.5030 kcal/mol,0.3162 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2c,lig_2f,2.4462 kcal/mol,1.0404 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2d,lig_2w,-0.6699 kcal/mol,0.3017 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2x,lig_2y,-0.6182 kcal/mol,0.1121 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2a,lig_2w,0.1009 kcal/mol,0.2239 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2e,lig_2v,-1.2670 kcal/mol,0.6205 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2v,lig_2x,-0.9418 kcal/mol,0.1942 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2j,lig_2v,2.2018 kcal/mol,0.2500 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2hh,lig_2w,2.1429 kcal/mol,0.2317 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ii,lig_2w,-0.4435 kcal/mol,0.4911 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2k,lig_2q,-2.3271 kcal/mol,0.2197 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2q,lig_2u,0.8041 kcal/mol,0.1860 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2p,lig_2s,0.1985 kcal/mol,0.3247 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2bb,lig_2z,0.4321 kcal/mol,0.3057 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2y,lig_2z,1.1292 kcal/mol,0.4511 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2o,0.9558 kcal/mol,0.3681 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2p,1.8976 kcal/mol,0.2580 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ee,lig_2l,-1.0385 kcal/mol,0.2314 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ff,lig_2gg,0.8025 kcal/mol,0.2757 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2gg,lig_2j,-0.4682 kcal/mol,0.1803 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2bb,lig_2v,1.5810 kcal/mol,0.4859 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2b,lig_2w,0.5659 kcal/mol,0.2331 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2aa,lig_2v,1.5470 kcal/mol,0.0959 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ee,lig_2j,0.8269 kcal/mol,0.3191 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2dd,lig_2w,0.7181 kcal/mol,0.1939 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2v,lig_2y,-1.1578 kcal/mol,1.5321 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2l,lig_2o,0.0093 kcal/mol,0.1640 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2k,lig_2m,-1.5648 kcal/mol,0.1966 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2r,1.4123 kcal/mol,0.3237 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2l,lig_2t,-0.6510 kcal/mol,0.1219 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2j,lig_2t,-2.6933 kcal/mol,0.3080 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2a,lig_2d,0.6769 kcal/mol,0.1432 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2aa,lig_2z,0.2384 kcal/mol,0.3347 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2e,lig_2f,-1.0648 kcal/mol,0.0691 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2f,lig_2g,-1.0406 kcal/mol,0.1505 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
