lig_0,lig_1,freenrg,error,engine,analysis
lig_2b,lig_2h,1.5782 kcal/mol,1.2691 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2d,lig_2v,1.9902 kcal/mol,0.1471 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2c,lig_2e,2.2746 kcal/mol,0.4926 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2c,lig_2f,3.4832 kcal/mol,0.9355 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2d,lig_2w,0.0753 kcal/mol,0.1499 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2x,lig_2y,-0.2578 kcal/mol,0.4081 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2a,lig_2w,0.3265 kcal/mol,0.6297 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2e,lig_2v,-0.1822 kcal/mol,0.7120 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2j,lig_2v,1.6851 kcal/mol,0.0764 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2v,lig_2x,-1.6287 kcal/mol,0.2228 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2hh,lig_2w,2.0636 kcal/mol,0.0808 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2ii,lig_2w,1.1137 kcal/mol,0.2412 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2k,lig_2q,-4.0240 kcal/mol,0.4513 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2q,lig_2u,1.4248 kcal/mol,0.1665 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2bb,lig_2z,0.6101 kcal/mol,0.5729 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2p,lig_2s,-0.0830 kcal/mol,0.2842 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2y,lig_2z,0.0219 kcal/mol,0.1143 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2n,lig_2o,0.7167 kcal/mol,0.1711 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2n,lig_2p,-0.4723 kcal/mol,0.3857 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2bb,lig_2v,1.4321 kcal/mol,0.2875 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2ee,lig_2l,-0.9890 kcal/mol,0.2250 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_2ff,lig_2gg,0.6447 kcal/mol,0.0921 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
