lig_0,lig_1,freenrg,error,engine,analysis
lig_2d,lig_2v,1.3979 kcal/mol,0.3751 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2c,lig_2e,4.1937 kcal/mol,0.2835 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2x,lig_2y,-0.4679 kcal/mol,0.1467 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2d,lig_2w,-1.0119 kcal/mol,0.1056 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2c,lig_2f,3.3933 kcal/mol,0.2315 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2b,lig_2h,0.7731 kcal/mol,0.6539 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2a,lig_2w,-1.5015 kcal/mol,0.1636 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2e,lig_2v,0.5919 kcal/mol,0.3878 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2v,lig_2x,-0.6950 kcal/mol,0.2425 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2j,lig_2v,3.3271 kcal/mol,0.4580 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2hh,lig_2w,1.4889 kcal/mol,0.4834 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ii,lig_2w,0.8264 kcal/mol,0.1186 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2q,lig_2u,-0.5626 kcal/mol,0.3162 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2bb,lig_2z,0.1459 kcal/mol,0.4925 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2p,lig_2s,-2.8684 kcal/mol,0.9391 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2y,lig_2z,-0.2812 kcal/mol,0.1131 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2bb,lig_2v,0.5732 kcal/mol,0.1372 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2o,1.3834 kcal/mol,0.1810 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2p,2.5460 kcal/mol,0.1045 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ee,lig_2l,-0.9901 kcal/mol,0.0716 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ff,lig_2gg,1.0697 kcal/mol,0.1285 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2gg,lig_2j,1.5436 kcal/mol,0.1484 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2b,lig_2w,0.5495 kcal/mol,1.1382 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2aa,lig_2v,1.2193 kcal/mol,0.6279 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2dd,lig_2w,0.8668 kcal/mol,0.1513 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ee,lig_2j,3.1839 kcal/mol,0.1332 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2l,lig_2o,1.3223 kcal/mol,0.3525 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2k,lig_2m,-1.3820 kcal/mol,0.2404 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2v,lig_2y,-1.4322 kcal/mol,0.0972 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2j,lig_2t,0.0050 kcal/mol,0.1503 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2r,0.3867 kcal/mol,0.1854 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2aa,lig_2z,nan,nan,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2a,lig_2d,1.0743 kcal/mol,0.0375 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2l,lig_2t,-0.1751 kcal/mol,0.2571 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2hh,lig_2ii,0.1331 kcal/mol,0.0167 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2f,lig_2g,0.1229 kcal/mol,0.0915 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2r,lig_2s,nan,nan,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ff,lig_2j,-0.0285 kcal/mol,0.5489 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2k,lig_2l,-3.0992 kcal/mol,0.3966 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2l,lig_2n,-0.4858 kcal/mol,0.0935 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2e,lig_2j,-0.2138 kcal/mol,0.1164 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2s,nan,nan,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2j,lig_2k,1.9957 kcal/mol,0.0825 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2i,lig_2j,0.2712 kcal/mol,0.0605 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2g,lig_2h,0.3130 kcal/mol,0.0995 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2g,lig_2i,-0.0761 kcal/mol,0.1043 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2h,lig_2i,-0.7362 kcal/mol,0.0507 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2k,lig_2u,-1.9245 kcal/mol,1.0381 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2l,lig_2q,0.1987 kcal/mol,0.1436 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ee,lig_2w,0.8367 kcal/mol,0.0891 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ee,lig_2v,2.3943 kcal/mol,0.6088 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2e,lig_2q,-2.2707 kcal/mol,0.1045 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2u,lig_2x,1.9366 kcal/mol,0.3939 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2b,lig_2l,0.0447 kcal/mol,0.1604 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2a,lig_2p,-0.8105 kcal/mol,0.1134 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2p,lig_2t,-2.6673 kcal/mol,0.2578 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2bb,lig_2w,-0.7360 kcal/mol,0.3222 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2b,lig_2z,0.1532 kcal/mol,0.1333 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ii,lig_2v,2.3620 kcal/mol,0.2515 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
