lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_224,lig_290,-3.0743 kcal/mol,0.1276 kcal/mol,-3.623472713660535,-2.5250339674230964,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_224,lig_235,0.1684 kcal/mol,0.6830 kcal/mol,-2.7701661806825753,3.1068991635740053,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_266,lig_290,-2.2304 kcal/mol,0.1696 kcal/mol,-2.9599694137205725,-1.500775692614176,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_155,lig_30,0.4143 kcal/mol,0.3070 kcal/mol,-0.9068487906627052,1.7353974786241348,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_155,lig_42,0.2021 kcal/mol,0.2386 kcal/mol,-0.8245296186354207,1.2286516190309809,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_235,lig_266,-0.6441 kcal/mol,0.2523 kcal/mol,-1.729560068291819,0.441450297962533,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_251,lig_67,-1.4836 kcal/mol,0.2469 kcal/mol,-2.545794809441835,-0.4213080978303858,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_256,lig_67,-3.4040 kcal/mol,0.1737 kcal/mol,-4.151205280055999,-2.6568103496211304,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_30,lig_42,0.2917 kcal/mol,0.1524 kcal/mol,-0.36398971677152714,0.9474127360327738,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_155,lig_23,3.5869 kcal/mol,0.3433 kcal/mol,2.1097901142751763,5.0640468580111975,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_31,lig_43,-0.5123 kcal/mol,0.2030 kcal/mol,-1.3858318116931319,0.36114771673292456,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_23,lig_251,-1.8661 kcal/mol,0.2335 kcal/mol,-2.870685507223893,-0.8615369591237574,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_252,lig_256,0.9748 kcal/mol,0.1385 kcal/mol,0.37904828289353243,1.570583971248854,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_164,lig_237,0.9952 kcal/mol,0.1387 kcal/mol,0.39863310278884523,1.5918183517623463,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_227,lig_235,2.7483 kcal/mol,0.0410 kcal/mol,2.5716950940439216,2.924851690188152,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_15,lig_227,-1.1628 kcal/mol,0.1430 kcal/mol,-1.7778482828200588,-0.5477037928497459,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_15,lig_237,-0.2332 kcal/mol,0.0381 kcal/mol,-0.3971842543371876,-0.06924746666307105,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_156,lig_57,-1.5161 kcal/mol,0.0979 kcal/mol,-1.9372928014848905,-1.0949941970387618,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_164,lig_165,-0.3495 kcal/mol,0.0172 kcal/mol,-0.4236359012370904,-0.27544379341290515,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_215,lig_231,0.7271 kcal/mol,0.0955 kcal/mol,0.3160915672280968,1.1381246546819763,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_235,lig_290,-0.3565 kcal/mol,0.1384 kcal/mol,-0.9518854028815237,0.2388097581316383,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_15,lig_215,1.6624 kcal/mol,0.0691 kcal/mol,1.3649618075915728,1.9598263403258156,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_227,lig_290,2.3035 kcal/mol,0.1531 kcal/mol,1.6446452353927992,2.962371252658558,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_231,lig_336,0.8769 kcal/mol,0.1865 kcal/mol,0.07426708519877645,1.6795544502186677,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_30,lig_31,1.9075 kcal/mol,0.1525 kcal/mol,1.2513277989208236,2.563736710108084,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_155,lig_156,0.0642 kcal/mol,0.0694 kcal/mol,-0.23452707059325878,0.3629004705768604,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_155,lig_57,-1.4138 kcal/mol,0.0915 kcal/mol,-1.8076393536805233,-1.020007458028095,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_167,lig_215,-0.1454 kcal/mol,0.1104 kcal/mol,-0.6203637139146676,0.32948346887321067,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_167,lig_234,0.6819 kcal/mol,0.0762 kcal/mol,0.3541176661460231,1.009675181470571,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_227,lig_57,2.3302 kcal/mol,0.0433 kcal/mol,2.1439449455369353,2.516443540376832,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_231,lig_289,-1.0698 kcal/mol,0.0920 kcal/mol,-1.4654137540943522,-0.6741234857231051,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_251,lig_256,0.1196 kcal/mol,0.1875 kcal/mol,-0.6871379751633513,0.9264349370322962,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_252,lig_254,1.5966 kcal/mol,0.2826 kcal/mol,0.38042085754286714,2.8126921236409492,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_252,lig_338,-0.2047 kcal/mol,0.0189 kcal/mol,-0.2858845823533684,-0.12341576957746987,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_336,lig_338,0.6629 kcal/mol,0.0683 kcal/mol,0.3691976016737422,0.9566240033522511,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_42,lig_43,0.8643 kcal/mol,0.0321 kcal/mol,0.7260382583648308,1.0025592120409783,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_163,lig_165,0.2584 kcal/mol,0.1509 kcal/mol,-0.39100254009318136,0.907891358998141,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_163,lig_234,0.2437 kcal/mol,0.0558 kcal/mol,0.0034195441720739628,0.4839856256604535,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_163,lig_252,0.8710 kcal/mol,0.1638 kcal/mol,0.1661219216279597,1.5759685624801159,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_206,lig_215,-2.3207 kcal/mol,0.0660 kcal/mol,-2.604859475639316,-2.0365959673174454,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
