lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_224,lig_290,-2.8787 kcal/mol,0.3306 kcal/mol,-4.301239623083949,-1.4560679455086454,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_224,lig_235,-0.1557 kcal/mol,1.0257 kcal/mol,-4.568988778940688,4.257497931653909,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_266,lig_290,-1.7662 kcal/mol,0.1199 kcal/mol,-2.28227951707488,-1.2501932337503834,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_155,lig_30,0.8222 kcal/mol,0.2964 kcal/mol,-0.45294497063931227,2.0974367769438134,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_155,lig_42,0.3299 kcal/mol,0.3132 kcal/mol,-1.017670391112469,1.6775466227070104,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_235,lig_266,-0.8383 kcal/mol,0.3092 kcal/mol,-2.1685797630012096,0.4919102691153725,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_251,lig_67,-1.4682 kcal/mol,0.4562 kcal/mol,-3.431191082809204,0.4948545552697794,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_256,lig_67,-3.0419 kcal/mol,0.3134 kcal/mol,-4.390408073720818,-1.6932990702178639,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_30,lig_42,0.4840 kcal/mol,0.1253 kcal/mol,-0.05528700850084278,1.023277308147444,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_155,lig_23,3.3887 kcal/mol,0.5932 kcal/mol,0.8365474748541963,5.940882566640617,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_31,lig_43,-0.5319 kcal/mol,0.2150 kcal/mol,-1.4568332688812358,0.3929546775767061,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_23,lig_251,-2.0672 kcal/mol,0.4940 kcal/mol,-4.19265532126264,0.058177338820717406,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_252,lig_256,1.0553 kcal/mol,0.1395 kcal/mol,0.45521718742624073,1.6553328805517913,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_164,lig_237,0.9347 kcal/mol,0.2708 kcal/mol,-0.23057360261354543,2.0998739229160455,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_227,lig_235,2.7077 kcal/mol,0.1360 kcal/mol,2.1227550073348773,3.292736705390471,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_15,lig_227,-1.1842 kcal/mol,0.3138 kcal/mol,-2.5343528152206956,0.16596361834202855,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_156,lig_57,-1.4557 kcal/mol,0.0960 kcal/mol,-1.868639272140751,-1.0426921828666698,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_15,lig_237,-0.1862 kcal/mol,0.0271 kcal/mol,-0.30302197628339295,-0.06941257770452229,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_164,lig_165,-0.3101 kcal/mol,0.0471 kcal/mol,-0.5126989394562502,-0.10758392785779211,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_215,lig_231,0.7361 kcal/mol,0.1355 kcal/mol,0.15295727111273216,1.319287138536077,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_235,lig_290,-0.5441 kcal/mol,0.2139 kcal/mol,-1.4643511704113639,0.37624171167888854,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_15,lig_215,1.6490 kcal/mol,0.0750 kcal/mol,1.326440501932721,1.9715928340968976,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_231,lig_336,0.8615 kcal/mol,0.2438 kcal/mol,-0.18754122221380598,1.9106072356834964,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_227,lig_290,2.5054 kcal/mol,0.1943 kcal/mol,1.6695786257969152,3.341191892935357,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_30,lig_31,1.7789 kcal/mol,0.1524 kcal/mol,1.1230729731977889,2.4346425866935393,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_155,lig_156,0.0769 kcal/mol,0.0504 kcal/mol,-0.14006701314628567,0.29390934925278567,0.95,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
