lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_224,lig_290,-3.1120 kcal/mol,0.3128 kcal/mol,-4.458056495826488,-1.7660084899378161,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_224,lig_235,1.6150 kcal/mol,0.9661 kcal/mol,-2.541559689829384,5.771644120414804,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_266,lig_290,-2.5244 kcal/mol,0.4327 kcal/mol,-4.386305136638351,-0.6624151766423001,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_155,lig_30,1.3097 kcal/mol,0.2954 kcal/mol,0.03864646379176628,2.580790926269079,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_155,lig_42,2.9186 kcal/mol,0.2971 kcal/mol,1.6401736076991373,4.1969996013800275,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_235,lig_266,1.1396 kcal/mol,1.1118 kcal/mol,-3.6442537395828314,5.923437965308686,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_251,lig_67,-3.6083 kcal/mol,0.1800 kcal/mol,-4.382816023040594,-2.8337640779711495,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_256,lig_67,-4.2606 kcal/mol,0.4036 kcal/mol,-5.996963000073865,-2.5242011373903464,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_30,lig_42,1.5300 kcal/mol,0.2447 kcal/mol,0.4770172445069414,2.5830178817408274,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_155,lig_23,3.1852 kcal/mol,0.2580 kcal/mol,2.075023016017415,4.2953743766579535,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_31,lig_43,0.1014 kcal/mol,0.2774 kcal/mol,-1.0921380474321276,1.2950078117379584,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_23,lig_251,-3.0616 kcal/mol,0.4184 kcal/mol,-4.86182418378139,-1.2613177798391648,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_252,lig_256,-0.4009 kcal/mol,0.4919 kcal/mol,-2.5172135450685085,1.7154138084190764,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
lig_164,lig_237,0.4452 kcal/mol,0.4417 kcal/mol,-1.4551450389737124,2.3455787427798507,0.95,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25,None
