# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_37,-8.954034389873438,0.29808063879063096
lig_65,-8.407777336523473,0.19077160882600377
lig_27,-6.116711582089803,0.12093557345219884
lig_61,-8.079861009576787,0.23846451103250474
lig_53,-9.965391765608112,0.19510732720841298
lig_58,-9.408392776997566,0.042582948398661565
lig_60,-8.91555902265886,0.018630039924414435
lig_39,-7.027168974443428,0.054909591356168866
lig_34,-6.869551974957039,0.1926985947737412
lig_33,-6.875604425699508,0.17641507193731215
lig_67,-7.58132231909454,0.019872042586042065
lig_50,-9.328786531373325,0.14904031939531548
lig_63,-9.062727442102327,0.09538580441300192
lig_32,-6.583362389815528,0.1155062475313695
lig_56,-9.258568846359017,0.033120070976736776
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_37,lig_65,-3.3734,0.7618,0.0
lig_27,lig_65,-0.8767,1.2658,0.0
lig_27,lig_61,0.6064,0.8874,0.0
lig_53,lig_58,-2.0649,0.4809,0.0
lig_27,lig_60,-1.5932,1.1296,0.0
lig_27,lig_39,-2.3133,0.4479,0.0
lig_27,lig_34,0.385,0.8125,0.0
lig_27,lig_33,-1.3994,0.1974,0.0
lig_27,lig_67,-4.1547,0.5476,0.0
lig_27,lig_50,-2.3426,0.5145,0.0
lig_27,lig_63,-3.1685,0.8878,0.0
lig_27,lig_32,-0.3209,0.5282,0.0
lig_53,lig_63,-1.8219,0.2089,0.0
lig_37,lig_53,-2.7161,0.2174,0.0
lig_27,lig_56,-2.4341,0.6843,0.0
lig_37,lig_61,3.2534,0.9475,0.0
lig_56,lig_58,-2.3484,0.2067,0.0
