# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_27,-6.116711582089803,0.12093557345219884
lig_39,-7.027168974443428,0.054909591356168866
lig_33,-6.875604425699508,0.17641507193731215
lig_34,-6.869551974957039,0.1926985947737412
lig_32,-6.583362389815528,0.1155062475313695
lig_67,-7.58132231909454,0.019872042586042065
lig_37,-8.954034389873438,0.29808063879063096
lig_65,-8.407777336523473,0.19077160882600377
lig_50,-9.328786531373325,0.14904031939531548
lig_56,-9.258568846359017,0.033120070976736776
lig_53,-9.965391765608112,0.19510732720841298
lig_58,-9.408392776997566,0.042582948398661565
lig_60,-8.91555902265886,0.018630039924414435
lig_61,-8.079861009576787,0.23846451103250474
lig_63,-9.062727442102327,0.09538580441300192
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_27,lig_39,-1.0023,0.0885,0.0
lig_33,lig_34,-0.447,0.0559,0.0
lig_32,lig_34,-2.0824,0.0577,0.0
lig_33,lig_67,-2.07,0.494,0.0
lig_33,lig_37,-0.5142,0.0504,0.0
lig_67,lig_65,-0.8569,0.1267,0.0
lig_27,lig_32,-0.5612,0.1239,0.0
lig_27,lig_33,-1.108,0.0557,0.0
lig_37,lig_50,0.1384,0.2435,0.0
lig_37,lig_56,-0.2926,0.0947,0.0
lig_53,lig_58,-1.0094,0.0603,0.0
lig_56,lig_58,-2.0654,0.023,0.0
lig_60,lig_61,1.0334,0.0939,0.0
lig_60,lig_63,-1.2946,0.0335,0.0
lig_60,lig_65,-1.1798,0.0553,0.0
lig_50,lig_61,-1.0787,0.1784,0.0
lig_53,lig_63,-0.688,0.0669,0.0
lig_32,lig_37,-1.4644,0.083,0.0
lig_32,lig_39,-1.1771,0.0443,0.0
lig_37,lig_65,-1.4206,0.1036,0.0
lig_67,lig_37,2.094,0.1042,0.0
lig_60,lig_67,-0.8251,0.1772,0.0
lig_53,lig_67,0.6872,0.1289,0.0
lig_67,lig_39,2.9814,0.2226,0.0
lig_34,lig_37,-0.7505,0.0447,0.0
lig_53,lig_56,1.5437,0.0416,0.0
lig_50,lig_58,-2.6927,0.4907,0.0
lig_33,lig_53,-2.3445,0.0494,0.0
lig_37,lig_53,-2.2009,0.0178,0.0
lig_50,lig_53,-1.8447,0.1174,0.0
lig_63,lig_61,2.7813,0.0478,0.0
lig_63,lig_65,0.5386,0.037,0.0
lig_33,lig_39,0.0316,0.1703,0.0
lig_27,lig_65,-3.5453,0.1034,0.0
lig_27,lig_61,-1.808,0.0671,0.0
lig_27,lig_60,-1.849,0.0824,0.0
lig_27,lig_34,-1.7697,0.047,0.0
lig_27,lig_67,-2.3302,0.0661,0.0
lig_27,lig_50,-1.7945,0.0526,0.0
lig_27,lig_63,-4.0618,0.0924,0.0
lig_27,lig_56,-2.1945,0.0636,0.0
lig_37,lig_61,-0.1833,0.0744,0.0
lig_34,lig_53,-4.1403,0.0515,0.0
lig_33,lig_50,-1.007,0.0364,0.0
lig_32,lig_33,-0.6496,0.0559,0.0
lig_61,lig_67,-0.8283,0.0385,0.0
lig_27,lig_58,-4.8626,0.1718,0.0
lig_27,lig_37,-1.0568,0.1343,0.0
lig_61,lig_65,-2.2233,0.0526,0.0
lig_50,lig_56,-0.7485,0.0701,0.0
lig_37,lig_63,-3.6881,0.071,0.0
lig_34,lig_39,-0.0293,0.1359,0.0
lig_56,lig_60,-1.1297,0.0446,0.0
