lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_ejm42,lig_ejm49,-0.9978 kcal/mol,0.2138 kcal/mol,-1.917702917072965,-0.07788337680981405,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm49,0.7327 kcal/mol,0.0815 kcal/mol,0.3818454214794327,1.0835565383676242,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm48,-0.1024 kcal/mol,0.1959 kcal/mol,-0.9454740008651685,0.7406219504853342,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm53,1.2371 kcal/mol,0.1556 kcal/mol,0.5676472950253703,1.9066234849216919,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm47,-0.6753 kcal/mol,0.0472 kcal/mol,-0.8782832019199552,-0.47233060686646267,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm47,-0.3927 kcal/mol,0.0548 kcal/mol,-0.6282976068821118,-0.15706532975712295,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_jmc23,-0.7151 kcal/mol,0.0756 kcal/mol,-1.040312348021398,-0.38992015158818877,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm46,-0.6039 kcal/mol,0.0817 kcal/mol,-0.9555334688533101,-0.25226405651456996,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_ejm45,-0.7128 kcal/mol,0.1691 kcal/mol,-1.4402579156923148,0.014684141602186007,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm45,0.6735 kcal/mol,0.1900 kcal/mol,-0.14406047471953554,1.491005042600322,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc28,lig_jmc30,-0.7541 kcal/mol,0.0087 kcal/mol,-0.7913607907989186,-0.7168339534025459,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm46,lig_jmc30,-1.0117 kcal/mol,0.0950 kcal/mol,-1.4202112806006,-0.6031216956900394,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm54,-0.2863 kcal/mol,0.0545 kcal/mol,-0.5208337093459792,-0.051670061920304794,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm54,lig_ejm55,1.4168 kcal/mol,0.0419 kcal/mol,1.2365601705124873,1.5969954035675216,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm50,0.5739 kcal/mol,0.0239 kcal/mol,0.4710407481594838,0.6768163326152152,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm43,-0.5386 kcal/mol,0.0157 kcal/mol,-0.6059347233223141,-0.4712092104493161,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm43,lig_ejm44,1.7109 kcal/mol,0.0716 kcal/mol,1.4027561921055431,2.019087362462737,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm46,lig_jmc28,0.0966 kcal/mol,0.0434 kcal/mol,-0.08995002595481433,0.283098991556563,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm50,-0.2052 kcal/mol,0.0294 kcal/mol,-0.33151984609850293,-0.07891566958787033,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm55,-0.2998 kcal/mol,0.0628 kcal/mol,-0.5701355848584267,-0.029503779801658303,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm48,lig_ejm53,1.2643 kcal/mol,0.1852 kcal/mol,0.46739911149797075,2.0612230317777693,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc23,lig_jmc27,-0.4173 kcal/mol,0.0298 kcal/mol,-0.5456215774633897,-0.2889719188524555,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc23,lig_jmc28,-0.6800 kcal/mol,0.0619 kcal/mol,-0.9464907770984806,-0.413525589997663,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm45,lig_ejm53,1.2051 kcal/mol,0.2807 kcal/mol,-0.0026972524496080563,2.412828345651328,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc27,lig_jmc28,nan,nan,None,None,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_ejm54,-1.7788 kcal/mol,0.3576 kcal/mol,-3.317430597090604,-0.2402076221052334,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm48,lig_ejm55,0.3482 kcal/mol,0.0813 kcal/mol,-0.001696921602015955,0.6981749313347203,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm45,lig_ejm55,-1.2452 kcal/mol,0.4520 kcal/mol,-3.1899973946647098,0.6995594329822803,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm43,lig_ejm46,-1.2995 kcal/mol,0.1073 kcal/mol,-1.7610946543008448,-0.8379425999796155,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm43,lig_ejm47,-1.0636 kcal/mol,0.0246 kcal/mol,-1.1696676599620486,-0.9576293020880348,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm53,-0.2048 kcal/mol,0.0617 kcal/mol,-0.47042311257407315,0.06079826359424895,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm46,-0.3000 kcal/mol,0.0184 kcal/mol,-0.3790971579216489,-0.22092559195001815,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm48,-0.8088 kcal/mol,0.0405 kcal/mol,-0.98323276897474,-0.6343724435319258,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm43,lig_ejm50,-0.1400 kcal/mol,0.1392 kcal/mol,-0.7389670385796007,0.4590240818689094,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm45,2.4812 kcal/mol,0.0549 kcal/mol,2.2447817757672683,2.717603073889863,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_ejm55,-2.3722 kcal/mol,0.2295 kcal/mol,-3.3595502985374046,-1.3848947231593933,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_ejm49,-2.2861 kcal/mol,0.0888 kcal/mol,-2.6679512485928774,-1.9042088387254212,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm42,0.4762 kcal/mol,0.0262 kcal/mol,0.36329677889204404,0.5890313025719627,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm44,-0.8053 kcal/mol,0.0857 kcal/mol,-1.1740122872949206,-0.4366284011961924,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
