lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_ejm31,lig_ejm48,0.5607 kcal/mol,0.3842 kcal/mol,-1.0925248698060344,2.213940049724222,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm49,-0.4530 kcal/mol,0.3822 kcal/mol,-2.0975607035668147,1.1915074126111178,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm49,-0.3849 kcal/mol,0.5983 kcal/mol,-2.9592837899369675,2.189582093887444,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm53,0.9794 kcal/mol,0.3371 kcal/mol,-0.470910514401913,2.4298057452516044,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm47,-1.0341 kcal/mol,0.0848 kcal/mol,-1.3990995960979318,-0.6690174279282421,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm47,-0.4793 kcal/mol,0.3682 kcal/mol,-2.063743225156127,1.1050997817702388,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_jmc23,-1.2588 kcal/mol,0.2290 kcal/mol,-2.2440975999012713,-0.27341140861800195,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm46,-0.7292 kcal/mol,0.4054 kcal/mol,-2.473611469698327,1.0151457183539851,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_ejm45,0.1982 kcal/mol,1.0161 kcal/mol,-4.173550562625111,4.569877012468582,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm45,0.0795 kcal/mol,0.2151 kcal/mol,-0.8460749713868715,1.0051263539668178,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc28,lig_jmc30,-0.1714 kcal/mol,0.1272 kcal/mol,-0.718600504412117,0.3758344649844584,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm46,lig_jmc30,-0.9282 kcal/mol,0.3057 kcal/mol,-2.2433865885015702,0.3868999469229861,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm54,-0.5602 kcal/mol,0.1950 kcal/mol,-1.3992525711505672,0.2788998501983835,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm54,lig_ejm55,2.5800 kcal/mol,0.1807 kcal/mol,1.802610311554301,3.357457967349549,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm50,-0.1414 kcal/mol,0.0806 kcal/mol,-0.48833100448056693,0.20543337932029299,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm43,-0.6163 kcal/mol,0.0274 kcal/mol,-0.7341973377029655,-0.49841681333164145,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm43,lig_ejm44,1.5494 kcal/mol,0.1341 kcal/mol,0.972531353462738,2.1262962508378394,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm46,lig_jmc28,-0.2118 kcal/mol,0.0911 kcal/mol,-0.603971803333083,0.1803498648682192,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm50,-0.6082 kcal/mol,0.1329 kcal/mol,-1.180175663575599,-0.036205317599180664,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm55,-0.8952 kcal/mol,0.0801 kcal/mol,-1.2400050924529216,-0.5503372917157139,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm48,lig_ejm53,0.9974 kcal/mol,0.0548 kcal/mol,0.7616629195549799,1.2330509036487733,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc23,lig_jmc28,-0.2812 kcal/mol,0.0882 kcal/mol,-1.402005815909611,0.8395577528292932,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc23,lig_jmc27,-0.3684 kcal/mol,0.0427 kcal/mol,-0.5521064516213225,-0.18470233353506169,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc27,lig_jmc28,0.9311 kcal/mol,0.0359 kcal/mol,0.7765484498551357,1.0857300314309828,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm45,lig_ejm53,5.8556 kcal/mol,0.5767 kcal/mol,3.374360327520909,8.336794451642428,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_ejm54,0.1838 kcal/mol,0.2303 kcal/mol,-0.8071730783747966,1.1747728035105296,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm48,lig_ejm55,-0.7205 kcal/mol,0.3624 kcal/mol,-2.2796196579535604,0.8386527442480054,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm45,lig_ejm55,-3.2300 kcal/mol,0.4856 kcal/mol,-5.3194803175136,-1.1404222033896088,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm43,lig_ejm46,-1.7320 kcal/mol,0.0960 kcal/mol,-2.1450580675833075,-1.3189376147344867,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm43,lig_ejm47,-0.9204 kcal/mol,0.3395 kcal/mol,-2.3809914595794224,0.5401598784553585,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm53,0.6376 kcal/mol,0.7780 kcal/mol,-2.709890930686614,3.985125388587337,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm48,-0.4042 kcal/mol,0.1879 kcal/mol,-1.2128546602868915,0.4044432790753727,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm46,-0.8979 kcal/mol,0.1561 kcal/mol,-1.5696314577748953,-0.2261183219075389,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm43,lig_ejm50,-1.0841 kcal/mol,0.1502 kcal/mol,-1.7304419364792856,-0.4377789500440862,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm45,-0.7098 kcal/mol,0.2620 kcal/mol,-1.8369904742889205,0.41734085455310255,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_ejm55,-2.3660 kcal/mol,0.4695 kcal/mol,-4.386132747687627,-0.3459227037899364,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_ejm49,-2.1406 kcal/mol,0.1975 kcal/mol,-2.9905297265590214,-1.2907396656281875,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm42,2.3850 kcal/mol,1.6326 kcal/mol,-4.639527147101533,9.409602045346709,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm42,lig_ejm44,-0.4932 kcal/mol,0.1030 kcal/mol,-0.9364764535342922,-0.04992596800734855,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc27,lig_jmc30,-0.1525 kcal/mol,0.1923 kcal/mol,-0.9801255404912934,0.6750351241705059,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_jmc23,lig_jmc30,0.2833 kcal/mol,0.0334 kcal/mol,0.13959742388379343,0.4270070694156504,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm44,1.0639 kcal/mol,0.1601 kcal/mol,0.3750532194682257,1.752804207274425,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm46,lig_jmc27,1.0171 kcal/mol,0.1245 kcal/mol,0.48131979142167836,1.5529690280282553,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm46,lig_jmc23,0.4151 kcal/mol,0.0672 kcal/mol,0.12594101235221883,0.7043426432978306,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_jmc28,-0.1316 kcal/mol,0.0814 kcal/mol,-0.4818808987271631,0.2187401450313765,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
Intermediate,lig_ejm49,-1.3785 kcal/mol,0.1334 kcal/mol,-1.9525083454339556,-0.8045437603315791,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
Intermediate,lig_ejm47,-1.8097 kcal/mol,0.0826 kcal/mol,-2.1649102748162563,-1.45451045249425,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm54,0.2428 kcal/mol,0.1082 kcal/mol,-0.22273795499056298,0.70824973742809,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_jmc27,-0.0907 kcal/mol,0.2490 kcal/mol,-1.1618625690085278,0.9805380228080491,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm55,-0.2026 kcal/mol,0.0970 kcal/mol,-0.6200443968959714,0.21484637720662036,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_jmc30,-1.5904 kcal/mol,0.1501 kcal/mol,-2.2362358999170198,-0.9445777171966443,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm31,lig_ejm43,0.9778 kcal/mol,0.1142 kcal/mol,0.4862195417283946,1.4693347970316435,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm50,lig_ejm54,nan,nan,None,None,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm53,lig_ejm55,-0.8063 kcal/mol,0.3013 kcal/mol,-2.1028534343142047,0.49029229973294863,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm55,lig_jmc27,-0.1239 kcal/mol,0.1994 kcal/mol,-0.9818384742441175,0.7340883107428944,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm47,lig_ejm55,-0.4837 kcal/mol,0.3568 kcal/mol,-2.01889060686666,1.0515260187620588,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm49,lig_ejm55,-0.5797 kcal/mol,0.1620 kcal/mol,-1.2767283019545612,0.11741539307783266,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm53,lig_ejm54,-1.7751 kcal/mol,0.3846 kcal/mol,-3.4297301422667603,-0.12046221120356182,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm44,lig_jmc30,-5.3037 kcal/mol,0.5499 kcal/mol,-7.669903459023601,-2.9375583541938877,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm53,lig_jmc27,-1.1398 kcal/mol,0.0901 kcal/mol,-1.5276133895918804,-0.7519005500422977,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_ejm48,lig_ejm54,-2.2930 kcal/mol,0.1189 kcal/mol,-2.804579676734714,-1.781497348357182,0.95,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
