lig_0,lig_1,freenrg,error,engine,analysis
lig_224,lig_290,-3.4501 kcal/mol,0.5635 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_224,lig_235,-0.6367 kcal/mol,0.9679 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_266,lig_290,-3.4774 kcal/mol,0.1987 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_30,1.4397 kcal/mol,1.0370 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_42,2.0812 kcal/mol,0.6319 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_235,lig_266,0.2778 kcal/mol,1.5551 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_251,lig_67,-2.0925 kcal/mol,0.4662 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_256,lig_67,-4.3906 kcal/mol,0.6974 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_30,lig_42,0.8360 kcal/mol,0.1691 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_23,2.9169 kcal/mol,0.2573 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_31,lig_43,0.0922 kcal/mol,0.0657 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_23,lig_251,-1.8550 kcal/mol,0.7143 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_252,lig_256,1.5270 kcal/mol,1.0983 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_164,lig_237,0.0617 kcal/mol,0.9490 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_227,lig_235,2.6461 kcal/mol,0.2810 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_15,lig_227,-2.4794 kcal/mol,0.3526 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_15,lig_237,-0.3395 kcal/mol,0.0204 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_156,lig_57,-1.8661 kcal/mol,0.1901 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_164,lig_165,-0.4954 kcal/mol,0.0757 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_215,lig_231,2.7605 kcal/mol,0.4481 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_235,lig_290,-0.6070 kcal/mol,0.2520 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_15,lig_215,0.5672 kcal/mol,0.8826 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_227,lig_290,2.2508 kcal/mol,0.5671 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_231,lig_336,0.2196 kcal/mol,0.8908 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_30,lig_31,1.1366 kcal/mol,0.4451 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_156,1.2257 kcal/mol,0.3870 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_57,-0.5958 kcal/mol,0.2411 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_167,lig_215,-1.3456 kcal/mol,1.1934 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_167,lig_234,0.3003 kcal/mol,0.3532 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_227,lig_57,3.0606 kcal/mol,0.7418 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_231,lig_289,-1.4870 kcal/mol,0.1960 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_252,lig_254,3.3114 kcal/mol,0.4150 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_251,lig_256,0.5605 kcal/mol,0.8475 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_252,lig_338,-0.4108 kcal/mol,0.7540 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_336,lig_338,-1.4537 kcal/mol,0.5507 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
