lig_0,lig_1,freenrg,error,engine,analysis
lig_224,lig_290,-3.4681 kcal/mol,0.1707 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_224,lig_235,1.0481 kcal/mol,1.2978 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_266,lig_290,-3.1972 kcal/mol,0.3940 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_155,lig_30,1.3805 kcal/mol,0.2653 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_155,lig_42,2.5672 kcal/mol,0.2899 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_235,lig_266,0.2893 kcal/mol,0.8952 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_251,lig_67,-2.5885 kcal/mol,0.3562 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_256,lig_67,-4.2669 kcal/mol,0.2153 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_30,lig_42,1.1010 kcal/mol,0.1833 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_155,lig_23,3.0003 kcal/mol,0.2856 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_31,lig_43,0.1771 kcal/mol,0.0742 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_23,lig_251,-3.3376 kcal/mol,0.2370 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_252,lig_256,1.2102 kcal/mol,0.8434 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_164,lig_237,0.2361 kcal/mol,0.5159 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_227,lig_235,1.8808 kcal/mol,0.4034 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_15,lig_227,-2.2110 kcal/mol,0.2353 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_15,lig_237,-0.2659 kcal/mol,0.0580 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
