lig_0,lig_1,freenrg,error,engine,analysis
lig_224,lig_290,-3.3508 kcal/mol,0.2724 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_224,lig_235,0.4042 kcal/mol,0.6394 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_266,lig_290,-2.1470 kcal/mol,0.1565 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_155,lig_30,0.5099 kcal/mol,0.4475 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_155,lig_42,0.3812 kcal/mol,0.4121 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_235,lig_266,-0.6144 kcal/mol,0.3511 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_251,lig_67,-1.5346 kcal/mol,0.1821 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_256,lig_67,-3.8101 kcal/mol,0.1830 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_30,lig_42,0.1044 kcal/mol,0.3009 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_155,lig_23,3.7721 kcal/mol,0.2078 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_31,lig_43,-0.4630 kcal/mol,0.3398 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_23,lig_251,-2.0752 kcal/mol,0.1732 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_252,lig_256,1.0839 kcal/mol,0.0947 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_164,lig_237,1.3695 kcal/mol,0.1232 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_227,lig_235,2.7871 kcal/mol,0.0430 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_15,lig_227,-1.0871 kcal/mol,0.1628 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_156,lig_57,-1.5594 kcal/mol,0.0817 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_15,lig_237,-0.2674 kcal/mol,0.0315 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_164,lig_165,-0.3467 kcal/mol,0.0237 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_215,lig_231,0.7277 kcal/mol,0.1170 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_235,lig_290,-0.1422 kcal/mol,0.1312 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_15,lig_215,1.6187 kcal/mol,0.0910 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_231,lig_336,1.0136 kcal/mol,0.1381 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_227,lig_290,2.2239 kcal/mol,0.2112 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_30,lig_31,1.8765 kcal/mol,0.1792 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_155,lig_156,0.0689 kcal/mol,0.0614 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_155,lig_57,-1.4370 kcal/mol,0.1328 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_167,lig_215,-0.0550 kcal/mol,0.1031 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_167,lig_234,0.6474 kcal/mol,0.0739 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_227,lig_57,2.3486 kcal/mol,0.0351 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_231,lig_289,-1.0541 kcal/mol,0.0784 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_251,lig_256,0.1308 kcal/mol,0.3137 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_252,lig_338,-0.2404 kcal/mol,0.0679 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
