lig_0,lig_1,freenrg,error,engine,analysis
lig_266,lig_290,-1.9685 kcal/mol,0.5417 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_155,lig_30,0.5050 kcal/mol,0.1897 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_224,lig_235,-0.6834 kcal/mol,0.1255 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_224,lig_290,-2.4866 kcal/mol,0.5366 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_235,lig_266,-1.5132 kcal/mol,0.1712 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_155,lig_42,0.8459 kcal/mol,0.1676 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_155,lig_23,nan,nan,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_23,lig_251,nan,nan,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_31,lig_43,-0.4528 kcal/mol,0.1566 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_252,lig_256,-0.2016 kcal/mol,0.2017 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_164,lig_237,0.8962 kcal/mol,0.6508 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_30,lig_42,0.2733 kcal/mol,0.2083 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_227,lig_235,2.5459 kcal/mol,0.0567 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_15,lig_237,-0.3296 kcal/mol,0.0169 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_15,lig_227,-2.2035 kcal/mol,0.0808 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_156,lig_57,-2.0655 kcal/mol,0.0943 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_164,lig_165,-0.3743 kcal/mol,0.0160 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_215,lig_231,0.3935 kcal/mol,0.0587 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_235,lig_290,-1.8857 kcal/mol,0.6156 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_15,lig_215,1.3120 kcal/mol,0.2028 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_227,lig_290,-0.7663 kcal/mol,0.0494 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_231,lig_336,0.3063 kcal/mol,0.0270 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_30,lig_31,1.8097 kcal/mol,0.2384 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_155,lig_156,-0.1292 kcal/mol,0.0809 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
