lig_0,lig_1,freenrg,error,engine,analysis
lig_224,lig_290,-2.8787 kcal/mol,0.3306 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_224,lig_235,-0.1557 kcal/mol,1.0257 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_266,lig_290,-1.7662 kcal/mol,0.1199 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_30,0.8222 kcal/mol,0.2964 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_42,0.3299 kcal/mol,0.3132 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_235,lig_266,-0.8383 kcal/mol,0.3092 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_251,lig_67,-1.4682 kcal/mol,0.4562 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_256,lig_67,-3.0419 kcal/mol,0.3134 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_30,lig_42,0.4840 kcal/mol,0.1253 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_23,3.3887 kcal/mol,0.5932 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_31,lig_43,-0.5319 kcal/mol,0.2150 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_23,lig_251,-2.0672 kcal/mol,0.4940 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_252,lig_256,1.0553 kcal/mol,0.1395 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_164,lig_237,0.9347 kcal/mol,0.2708 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_227,lig_235,2.7077 kcal/mol,0.1360 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_15,lig_227,-1.1842 kcal/mol,0.3138 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_156,lig_57,-1.4557 kcal/mol,0.0960 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_15,lig_237,-0.1862 kcal/mol,0.0271 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_164,lig_165,-0.3101 kcal/mol,0.0471 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_215,lig_231,0.7361 kcal/mol,0.1355 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_235,lig_290,-0.5441 kcal/mol,0.2139 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_15,lig_215,1.6490 kcal/mol,0.0750 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_231,lig_336,0.8615 kcal/mol,0.2438 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_227,lig_290,2.5054 kcal/mol,0.1943 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_30,lig_31,1.7789 kcal/mol,0.1524 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_155,lig_156,0.0769 kcal/mol,0.0504 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
