repeat,mae_dG,mae_ddG,rmse_ddG,r2_dG,ktau_dG
0,0.6755659891231987,0.8795431066957793,1.0314130706008904,0.7045604183493929,0.7142857142857143
2,0.6815249933098187,0.7603066922275796,0.9973735942202862,0.6635889464483172,0.5047619047619049
4,0.667505608158001,0.8401882450576827,0.9242420285989918,0.6721693392771495,0.6952380952380953
6,0.6771161274849734,0.7184172637439037,0.8815244193008082,0.7111451988404939,0.6761904761904762
8,0.5931796694410669,0.774649832469753,0.9880531417160023,0.7988854553331445,0.7904761904761906
10,0.6418330529262698,0.7002613055233602,0.8069372297003646,0.8569217109199092,0.6761904761904762
12,0.7716332922859164,0.9262937345595805,1.112434143764756,0.6528261588802402,0.6190476190476191
14,0.6266107978471998,0.8457015438589971,0.9873025156815887,0.7480398707174978,0.6571428571428571
16,0.5677175409633999,0.8540865739570549,1.0377655727763178,0.7174247570595378,0.7904761904761906
18,0.8827683802524109,0.9314255508974384,1.092035050195968,0.8414418744154025,0.6952380952380953
20,0.7405683890850463,0.8628129411172113,1.0067247710174683,0.8629988993048638,0.6952380952380953
22,0.7205759409416833,0.6029674921043883,0.8246550955635955,0.7785533896639143,0.6761904761904762
24,1.1094853533707056,1.0696264720927269,1.3261133532648202,0.6258273471040384,0.6000000000000001
26,0.7136758546104356,0.8773596149066454,1.025037669295754,0.6833676634604156,0.6571428571428571
28,1.1071972185901273,1.0330759997063237,1.4176030162839124,0.7531374652825793,0.7142857142857143
30,1.021789756454883,0.9772783646644162,1.3470997706033927,0.6084063392919109,0.5047619047619049
32,0.9227752866389458,0.9928902315161375,1.1931113953715142,0.6862082047176526,0.6761904761904762
34,0.7648694633321232,0.8582614179869307,1.0132693583434702,0.6628631135779781,0.561904761904762
36,0.5679838637262995,0.6451033949130166,0.8715718339326753,0.6707520600089066,0.5238095238095238
38,0.8725777272487062,1.0303827851169485,1.1912748695173174,0.6949951171791261,0.6000000000000001
40,0.60347699406396,0.7129392134943348,0.920341530405672,0.6248589994240525,0.580952380952381
42,0.6657210089693353,0.9816030511156569,1.2288069173544942,0.8280781895468379,0.7904761904761906
44,0.577960119888836,0.5832380358507627,0.7643463935526575,0.6481601977712923,0.6761904761904762
46,0.8914259445030642,1.2143944169772507,1.3351044190507926,0.7189421627383841,0.6571428571428571
48,0.7626825292049604,0.7979807559487274,1.049461815198121,0.650991454819706,0.580952380952381
50,0.6298906674673472,0.7117419485170079,0.888671989588382,0.6379426786174955,0.7142857142857143
52,0.692232727988656,0.8438600207979591,0.9651339082483588,0.7143318737840679,0.580952380952381
54,1.0794561676668366,1.076666227565732,1.304491526442965,0.6406218960128013,0.6761904761904762
56,0.7400876732728043,0.8755238968185068,1.0760149656699096,0.5371408322920243,0.5428571428571429
58,0.6766696479449437,0.6018234717043875,0.7904875004365287,0.5403253873273455,0.5428571428571429
60,0.858996213071874,0.8501220716211857,0.9529469510700778,0.5463787149862315,0.580952380952381
62,0.7178194999390397,0.8188930276477696,1.0792093540508394,0.6560947397316892,0.5047619047619049
64,0.8408510112419136,0.9225134005083091,1.1665966394434597,0.661409200053678,0.6190476190476191
66,0.8439378004306878,0.970960292156153,1.24549660420041,0.47989040561667784,0.48571428571428577
68,0.6749219904500031,0.8099698206347229,0.9724881983137114,0.7232585250016081,0.7142857142857143
70,0.5334796834211449,0.6008875670250775,0.7048419561241726,0.8903353599874174,0.7523809523809525
72,0.961370192877194,0.9141073571616967,1.0402981350008458,0.7342862809413353,0.5238095238095238
74,0.6210755295913786,0.7962056741352062,0.9052161799539771,0.6852317659442801,0.6952380952380953
