lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_2b,lig_2h,0.5498 kcal/mol,0.6776 kcal/mol,-2.3657245924131596,3.465318964486813,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2d,lig_2v,1.4221 kcal/mol,0.4582 kcal/mol,-4.399797596031225,7.243975099356317,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2c,lig_2e,4.1096 kcal/mol,0.1956 kcal/mol,3.2681566977724126,4.9510234726140565,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2c,lig_2f,3.2461 kcal/mol,0.2593 kcal/mol,2.130345260149418,4.361936738295693,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2d,lig_2w,-1.0535 kcal/mol,0.1080 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2x,lig_2y,-0.4732 kcal/mol,0.0801 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2a,lig_2w,-1.3960 kcal/mol,0.1430 kcal/mol,-3.213109958505659,0.42113806549198696,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2e,lig_2v,0.7508 kcal/mol,0.3531 kcal/mol,-0.7687108846181776,2.270243029815288,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2j,lig_2v,3.4324 kcal/mol,0.4132 kcal/mol,1.6544261856554636,5.210415915489978,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2v,lig_2x,-0.7075 kcal/mol,0.1905 kcal/mol,-3.1284917179534593,1.7134338476220798,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2hh,lig_2w,1.6613 kcal/mol,0.3838 kcal/mol,-3.215316548984533,6.537858209591566,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2ii,lig_2w,0.8232 kcal/mol,0.0808 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2q,lig_2u,-0.8110 kcal/mol,0.4320 kcal/mol,-6.3002367339506895,4.678221455146647,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2k,lig_2q,nan,nan,None,None,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2bb,lig_2z,0.1784 kcal/mol,0.4566 kcal/mol,-1.7861093982236529,2.1428714374959785,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2p,lig_2s,-2.6881 kcal/mol,0.9885 kcal/mol,-15.248510842094666,9.872353165782007,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2y,lig_2z,-0.3588 kcal/mol,0.0963 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2n,lig_2o,1.2081 kcal/mol,0.1296 kcal/mol,0.6503475472779192,1.7658624961755558,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_2bb,lig_2v,0.4837 kcal/mol,0.0727 kcal/mol,-0.44001205583871206,1.4074414261557187,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
