lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_2d,lig_2v,1.3269 kcal/mol,0.3698 kcal/mol,-3.3712949944870054,6.025192090447664,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2c,lig_2e,4.1103 kcal/mol,0.2687 kcal/mol,2.9543322396838407,5.266331768794831,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2b,lig_2h,0.5238 kcal/mol,0.8154 kcal/mol,-2.984631804284751,4.032312521368672,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2c,lig_2f,3.4564 kcal/mol,0.2270 kcal/mol,2.479595973281737,4.433137192683073,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2x,lig_2y,-0.5028 kcal/mol,0.1330 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2d,lig_2w,-1.0104 kcal/mol,0.1853 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2a,lig_2w,-1.3983 kcal/mol,0.0948 kcal/mol,-2.6024000003361527,-0.1942747647567551,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2e,lig_2v,0.8233 kcal/mol,0.4615 kcal/mol,-1.1625545500895749,2.8090665447824614,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2v,lig_2x,-0.7497 kcal/mol,0.1822 kcal/mol,-3.0648546422399714,1.5654639882341876,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2j,lig_2v,2.9077 kcal/mol,0.5546 kcal/mol,0.5213821040741862,5.294007106823207,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2hh,lig_2w,1.1986 kcal/mol,0.3621 kcal/mol,-3.402071259580321,5.799363113653495,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2ii,lig_2w,0.0671 kcal/mol,0.0853 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2q,lig_2u,-0.8126 kcal/mol,0.4399 kcal/mol,-6.402606947419991,4.777431891785249,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2k,lig_2q,nan,nan,None,None,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2bb,lig_2z,-0.0399 kcal/mol,0.3910 kcal/mol,-1.7224219026538048,1.6425248161511785,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2p,lig_2s,-2.6594 kcal/mol,0.9900 kcal/mol,-15.238489604705851,9.919721543969164,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2y,lig_2z,-0.5486 kcal/mol,0.1471 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2n,lig_2o,1.4651 kcal/mol,0.1414 kcal/mol,0.8567107788039828,2.0735720555733685,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2bb,lig_2v,0.6890 kcal/mol,0.1402 kcal/mol,-1.0926409739603458,2.4706717842005217,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2n,lig_2p,2.3207 kcal/mol,0.1667 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2ee,lig_2l,-0.9432 kcal/mol,0.0913 kcal/mol,-1.3361144742731792,-0.5501892253731331,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2ff,lig_2gg,1.3417 kcal/mol,0.1268 kcal/mol,-0.26965587344086983,2.953140020359145,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2gg,lig_2j,1.7014 kcal/mol,0.1100 kcal/mol,1.2278865223953692,2.1748240238933265,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2aa,lig_2v,0.4653 kcal/mol,0.6442 kcal/mol,-7.720278205261968,8.650964896886672,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2b,lig_2w,0.7060 kcal/mol,1.0722 kcal/mol,-12.91824211714846,14.33020584434854,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2dd,lig_2w,0.6006 kcal/mol,0.2342 kcal/mol,-2.3756378471285786,3.5768409154028036,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2ee,lig_2j,3.1365 kcal/mol,0.1617 kcal/mol,2.4407604453528777,3.8321908177643578,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2l,lig_2o,1.1990 kcal/mol,0.3603 kcal/mol,-3.379033685484367,5.776958680719454,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2v,lig_2y,-1.8781 kcal/mol,0.1231 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2k,lig_2m,-1.3112 kcal/mol,0.3812 kcal/mol,-2.951203865836134,0.3288694022990475,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2j,lig_2t,-0.0479 kcal/mol,0.1456 kcal/mol,-0.6745055287205671,0.5786310557333015,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2n,lig_2r,0.2399 kcal/mol,0.1906 kcal/mol,-0.5802718917820141,1.060090799860073,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2l,lig_2t,-0.1121 kcal/mol,0.2624 kcal/mol,-1.2411889504534386,1.0169622719714482,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2a,lig_2d,0.9959 kcal/mol,0.0400 kcal/mol,nan,nan,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2aa,lig_2z,nan,nan,None,None,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2f,lig_2g,0.0852 kcal/mol,0.0609 kcal/mol,-0.17683829007205154,0.34728730235884675,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
lig_2e,lig_2f,nan,nan,None,None,0.95,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100,None
