# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_CHEMBL3264999,-11.414,0.64
lig_CHEMBL3265002,-10.6173,0.64
lig_CHEMBL3265004,-10.8575,0.64
lig_CHEMBL3259820,-10.5757,0.64
lig_CHEMBL3265005,-10.3233,0.64
lig_CHEMBL3265026,-11.3613,0.64
lig_CHEMBL3265016,-11.6897,0.64
lig_CHEMBL3265017,-11.4873,0.64
lig_CHEMBL3265028,-11.0103,0.64
lig_CHEMBL3265036,-10.4179,0.64
lig_CHEMBL3265030,-11.4719,0.64
lig_CHEMBL3265027,-10.3299,0.64
lig_CHEMBL3265014,-10.4002,0.64
lig_CHEMBL3265024,-11.7847,0.64
lig_CHEMBL3265025,-10.1995,0.64
lig_CHEMBL3265034,-11.4873,0.64
lig_CHEMBL3265037,-12.7646,0.64
lig_CHEMBL3265035,-11.0766,0.64
lig_CHEMBL3265033,-11.8386,0.64
lig_CHEMBL3265032,-11.0688,0.64
lig_CHEMBL3265029,-11.1253,0.64
lig_CHEMBL3265031,-12.0789,0.64
lig_CHEMBL3265006,-9.95804,0.64
lig_CHEMBL3265009,-10.2976,0.64
lig_CHEMBL3265012,-10.5463,0.64
lig_CHEMBL3265013,-9.81322,0.64
lig_CHEMBL3264996,-10.6659,0.64
lig_CHEMBL3265008,-9.78436,0.64
lig_CHEMBL3265010,-10.1324,0.64
lig_CHEMBL3265019,-10.777,0.64
lig_CHEMBL3265022,-10.7913,0.64
lig_CHEMBL3265020,-11.0033,0.64
lig_CHEMBL3265023,-10.4772,0.64
lig_CHEMBL3265021,-10.8907,0.64
lig_CHEMBL3265018,-11.1877,0.64
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_CHEMBL3264999,lig_CHEMBL3265002,-0.5699,0.0901,0.0
lig_CHEMBL3264999,lig_CHEMBL3265004,-0.2616,0.1373,0.0
lig_CHEMBL3259820,lig_CHEMBL3264999,-0.1104,0.6077,0.0
lig_CHEMBL3264999,lig_CHEMBL3265005,5.1689,0.1969,0.0
lig_CHEMBL3259820,lig_CHEMBL3265026,-0.6186,0.414,0.0
lig_CHEMBL3265005,lig_CHEMBL3265026,-6.5131,0.3813,0.0
lig_CHEMBL3259820,lig_CHEMBL3265016,0.3644,0.2301,0.0
lig_CHEMBL3259820,lig_CHEMBL3265017,-1.237,0.0985,0.0
lig_CHEMBL3265028,lig_CHEMBL3265036,-1.2062,0.3197,0.0
lig_CHEMBL3265028,lig_CHEMBL3265030,-0.3143,0.0589,0.0
lig_CHEMBL3265027,lig_CHEMBL3265036,-2.3473,0.2211,0.0
lig_CHEMBL3265005,lig_CHEMBL3265014,-0.2314,0.5734,0.0
lig_CHEMBL3259820,lig_CHEMBL3265005,1.6316,0.6466,0.0
lig_CHEMBL3265024,lig_CHEMBL3265025,1.0559,0.0582,0.0
lig_CHEMBL3265027,lig_CHEMBL3265030,-1.1624,0.0688,0.0
lig_CHEMBL3265027,lig_CHEMBL3265034,-1.0003,0.0519,0.0
lig_CHEMBL3265028,lig_CHEMBL3265037,-1.0327,0.1514,0.0
lig_CHEMBL3265027,lig_CHEMBL3265035,-2.024,0.0949,0.0
lig_CHEMBL3265033,lig_CHEMBL3265034,3.1607,0.0915,0.0
lig_CHEMBL3265032,lig_CHEMBL3265033,-1.0305,0.0326,0.0
lig_CHEMBL3265025,lig_CHEMBL3265026,-1.2987,0.2104,0.0
lig_CHEMBL3265029,lig_CHEMBL3265035,-1.1615,0.1264,0.0
lig_CHEMBL3265031,lig_CHEMBL3265034,-1.0506,0.1388,0.0
lig_CHEMBL3265024,lig_CHEMBL3265026,1.0985,0.1166,0.0
lig_CHEMBL3265031,lig_CHEMBL3265032,0.2119,0.0757,0.0
lig_CHEMBL3265002,lig_CHEMBL3265004,-2.0788,0.0939,0.0
lig_CHEMBL3265006,lig_CHEMBL3265009,-0.5568,0.1134,0.0
lig_CHEMBL3265012,lig_CHEMBL3265013,0.9203,0.0865,0.0
lig_CHEMBL3265017,lig_CHEMBL3265028,0.6405,0.0814,0.0
lig_CHEMBL3265017,lig_CHEMBL3265029,0.8707,0.0685,0.0
lig_CHEMBL3265032,lig_CHEMBL3265037,0.5259,0.1915,0.0
lig_CHEMBL3264996,lig_CHEMBL3264999,0.3068,0.066,0.0
lig_CHEMBL3265008,lig_CHEMBL3265010,0.418,0.1579,0.0
lig_CHEMBL3265009,lig_CHEMBL3265010,0.3784,0.2256,0.0
lig_CHEMBL3265012,lig_CHEMBL3265014,-0.2998,0.162,0.0
lig_CHEMBL3265019,lig_CHEMBL3265022,2.0704,0.0846,0.0
