# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_CHEMBL3264999,-11.414,0.64
lig_CHEMBL3265002,-10.6173,0.64
lig_CHEMBL3265004,-10.8575,0.64
lig_CHEMBL3259820,-10.5757,0.64
lig_CHEMBL3265005,-10.3233,0.64
lig_CHEMBL3265026,-11.3613,0.64
lig_CHEMBL3265016,-11.6897,0.64
lig_CHEMBL3265017,-11.4873,0.64
lig_CHEMBL3265028,-11.0103,0.64
lig_CHEMBL3265036,-10.4179,0.64
lig_CHEMBL3265030,-11.4719,0.64
lig_CHEMBL3265027,-10.3299,0.64
lig_CHEMBL3265014,-10.4002,0.64
lig_CHEMBL3265024,-11.7847,0.64
lig_CHEMBL3265025,-10.1995,0.64
lig_CHEMBL3265034,-11.4873,0.64
lig_CHEMBL3265037,-12.7646,0.64
lig_CHEMBL3265035,-11.0766,0.64
lig_CHEMBL3265033,-11.8386,0.64
lig_CHEMBL3265032,-11.0688,0.64
lig_CHEMBL3265029,-11.1253,0.64
lig_CHEMBL3265031,-12.0789,0.64
lig_CHEMBL3265006,-9.95804,0.64
lig_CHEMBL3265009,-10.2976,0.64
lig_CHEMBL3265012,-10.5463,0.64
lig_CHEMBL3265013,-9.81322,0.64
lig_CHEMBL3264996,-10.6659,0.64
lig_CHEMBL3265008,-9.78436,0.64
lig_CHEMBL3265010,-10.1324,0.64
lig_CHEMBL3265019,-10.777,0.64
lig_CHEMBL3265022,-10.7913,0.64
lig_CHEMBL3265020,-11.0033,0.64
lig_CHEMBL3265023,-10.4772,0.64
lig_CHEMBL3265021,-10.8907,0.64
lig_CHEMBL3265018,-11.1877,0.64
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_CHEMBL3264999,lig_CHEMBL3265002,0.4874,0.0663,0.0
lig_CHEMBL3264999,lig_CHEMBL3265004,-0.5219,0.0973,0.0
lig_CHEMBL3259820,lig_CHEMBL3264999,-1.8848,0.8247,0.0
lig_CHEMBL3264999,lig_CHEMBL3265005,3.3897,0.23,0.0
lig_CHEMBL3259820,lig_CHEMBL3265026,-0.5773,0.3346,0.0
lig_CHEMBL3265005,lig_CHEMBL3265026,-1.0522,0.4341,0.0
lig_CHEMBL3259820,lig_CHEMBL3265016,0.0265,0.3026,0.0
lig_CHEMBL3259820,lig_CHEMBL3265017,-0.813,0.585,0.0
lig_CHEMBL3265028,lig_CHEMBL3265036,0.3638,0.3166,0.0
lig_CHEMBL3265028,lig_CHEMBL3265030,0.1258,0.2915,0.0
lig_CHEMBL3265027,lig_CHEMBL3265036,-0.758,0.0477,0.0
lig_CHEMBL3265005,lig_CHEMBL3265014,-0.8345,0.2312,0.0
lig_CHEMBL3259820,lig_CHEMBL3265005,0.1626,1.0043,0.0
lig_CHEMBL3265024,lig_CHEMBL3265025,1.3066,0.4162,0.0
lig_CHEMBL3265027,lig_CHEMBL3265030,-0.2631,0.4811,0.0
lig_CHEMBL3265027,lig_CHEMBL3265034,-0.7616,0.6898,0.0
lig_CHEMBL3265028,lig_CHEMBL3265037,-0.5518,0.2201,0.0
lig_CHEMBL3265027,lig_CHEMBL3265035,-0.767,0.038,0.0
lig_CHEMBL3265033,lig_CHEMBL3265034,1.2833,0.2365,0.0
lig_CHEMBL3265032,lig_CHEMBL3265033,-0.4254,0.1983,0.0
lig_CHEMBL3265025,lig_CHEMBL3265026,-1.062,0.1383,0.0
lig_CHEMBL3265029,lig_CHEMBL3265035,-0.7045,0.338,0.0
lig_CHEMBL3265031,lig_CHEMBL3265034,0.1922,0.3508,0.0
lig_CHEMBL3265024,lig_CHEMBL3265026,-0.256,0.1603,0.0
lig_CHEMBL3265031,lig_CHEMBL3265032,-0.0622,0.1413,0.0
lig_CHEMBL3265002,lig_CHEMBL3265004,-0.7509,0.0649,0.0
lig_CHEMBL3265006,lig_CHEMBL3265009,-0.5829,0.1653,0.0
lig_CHEMBL3265012,lig_CHEMBL3265013,0.1039,0.1726,0.0
lig_CHEMBL3265017,lig_CHEMBL3265028,0.2874,0.1358,0.0
lig_CHEMBL3265017,lig_CHEMBL3265029,-0.0627,0.1589,0.0
lig_CHEMBL3265032,lig_CHEMBL3265037,0.1872,0.1616,0.0
lig_CHEMBL3264996,lig_CHEMBL3264999,-0.0144,0.5379,0.0
lig_CHEMBL3265008,lig_CHEMBL3265010,-0.3293,0.0539,0.0
lig_CHEMBL3265009,lig_CHEMBL3265010,0.2854,0.0649,0.0
lig_CHEMBL3265012,lig_CHEMBL3265014,-0.148,0.0662,0.0
lig_CHEMBL3265019,lig_CHEMBL3265022,-0.5655,0.0559,0.0
lig_CHEMBL3265020,lig_CHEMBL3265023,0.1395,0.0711,0.0
lig_CHEMBL3259820,lig_CHEMBL3265013,0.0567,0.1176,0.0
lig_CHEMBL3265005,lig_CHEMBL3265006,-1.0076,0.06,0.0
lig_CHEMBL3265005,lig_CHEMBL3265009,0.0668,0.1465,0.0
lig_CHEMBL3265017,lig_CHEMBL3265021,0.814,0.1525,0.0
lig_CHEMBL3265017,lig_CHEMBL3265022,-0.3265,0.1274,0.0
lig_CHEMBL3265021,lig_CHEMBL3265023,-0.6802,0.3188,0.0
lig_CHEMBL3265008,lig_CHEMBL3265009,-0.2095,0.0735,0.0
lig_CHEMBL3265016,lig_CHEMBL3265017,0.0332,0.2315,0.0
lig_CHEMBL3265016,lig_CHEMBL3265018,-0.4076,0.0251,0.0
lig_CHEMBL3265018,lig_CHEMBL3265020,1.3148,0.0583,0.0
lig_CHEMBL3265019,lig_CHEMBL3265021,2.2825,0.1579,0.0
lig_CHEMBL3265020,lig_CHEMBL3265021,-0.1506,0.1106,0.0
