# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_CHEMBL3264999,-11.414,0.64
lig_CHEMBL3265002,-10.6173,0.64
lig_CHEMBL3265004,-10.8575,0.64
lig_CHEMBL3259820,-10.5757,0.64
lig_CHEMBL3265005,-10.3233,0.64
lig_CHEMBL3265026,-11.3613,0.64
lig_CHEMBL3265016,-11.6897,0.64
lig_CHEMBL3265017,-11.4873,0.64
lig_CHEMBL3265028,-11.0103,0.64
lig_CHEMBL3265036,-10.4179,0.64
lig_CHEMBL3265030,-11.4719,0.64
lig_CHEMBL3265027,-10.3299,0.64
lig_CHEMBL3265014,-10.4002,0.64
lig_CHEMBL3265024,-11.7847,0.64
lig_CHEMBL3265025,-10.1995,0.64
lig_CHEMBL3265034,-11.4873,0.64
lig_CHEMBL3265037,-12.7646,0.64
lig_CHEMBL3265035,-11.0766,0.64
lig_CHEMBL3265033,-11.8386,0.64
lig_CHEMBL3265032,-11.0688,0.64
lig_CHEMBL3265029,-11.1253,0.64
lig_CHEMBL3265031,-12.0789,0.64
lig_CHEMBL3265006,-9.95804,0.64
lig_CHEMBL3265009,-10.2976,0.64
lig_CHEMBL3265012,-10.5463,0.64
lig_CHEMBL3265013,-9.81322,0.64
lig_CHEMBL3264996,-10.6659,0.64
lig_CHEMBL3265008,-9.78436,0.64
lig_CHEMBL3265010,-10.1324,0.64
lig_CHEMBL3265019,-10.777,0.64
lig_CHEMBL3265022,-10.7913,0.64
lig_CHEMBL3265020,-11.0033,0.64
lig_CHEMBL3265023,-10.4772,0.64
lig_CHEMBL3265021,-10.8907,0.64
lig_CHEMBL3265018,-11.1877,0.64
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_CHEMBL3264999,lig_CHEMBL3265002,1.4159,0.6135,0.0
lig_CHEMBL3264999,lig_CHEMBL3265004,-1.1176,0.3422,0.0
lig_CHEMBL3259820,lig_CHEMBL3264999,8.6476,0.6794,0.0
lig_CHEMBL3264999,lig_CHEMBL3265005,-0.8639,0.4158,0.0
lig_CHEMBL3259820,lig_CHEMBL3265026,-0.4474,0.2894,0.0
lig_CHEMBL3265005,lig_CHEMBL3265026,-0.2164,0.6216,0.0
lig_CHEMBL3259820,lig_CHEMBL3265016,1.6183,0.1424,0.0
lig_CHEMBL3259820,lig_CHEMBL3265017,0.1073,0.1315,0.0
lig_CHEMBL3265028,lig_CHEMBL3265036,0.3787,0.3232,0.0
lig_CHEMBL3265028,lig_CHEMBL3265030,0.2251,0.2404,0.0
lig_CHEMBL3265027,lig_CHEMBL3265036,-1.6969,0.2114,0.0
lig_CHEMBL3265005,lig_CHEMBL3265014,1.4526,0.2021,0.0
lig_CHEMBL3259820,lig_CHEMBL3265005,3.9108,0.3301,0.0
lig_CHEMBL3265024,lig_CHEMBL3265025,0.9712,0.1896,0.0
lig_CHEMBL3265027,lig_CHEMBL3265030,-0.5895,0.1595,0.0
lig_CHEMBL3265027,lig_CHEMBL3265034,-0.6732,0.2797,0.0
lig_CHEMBL3265028,lig_CHEMBL3265037,-0.8208,0.3515,0.0
lig_CHEMBL3265027,lig_CHEMBL3265035,-1.4247,0.1919,0.0
lig_CHEMBL3265033,lig_CHEMBL3265034,5.278,0.4554,0.0
lig_CHEMBL3265032,lig_CHEMBL3265033,-0.6689,0.3239,0.0
lig_CHEMBL3265025,lig_CHEMBL3265026,-1.7558,0.1628,0.0
