lig_0,lig_1,freenrg,error,engine,analysis
lig_2b,lig_2h,1.9032 kcal/mol,1.0014 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2d,lig_2v,1.7784 kcal/mol,0.0728 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2c,lig_2e,2.5798 kcal/mol,0.4882 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2c,lig_2f,3.6625 kcal/mol,0.9553 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2d,lig_2w,-0.0125 kcal/mol,0.2536 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2x,lig_2y,-0.1131 kcal/mol,0.5517 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2a,lig_2w,0.4302 kcal/mol,0.6264 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2e,lig_2v,0.1238 kcal/mol,0.7077 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2j,lig_2v,1.8092 kcal/mol,0.2131 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2v,lig_2x,-1.5647 kcal/mol,0.2950 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2hh,lig_2w,2.0681 kcal/mol,0.0638 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ii,lig_2w,1.1185 kcal/mol,0.1990 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2k,lig_2q,-3.9698 kcal/mol,0.4050 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2q,lig_2u,1.3511 kcal/mol,0.1268 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2bb,lig_2z,0.6066 kcal/mol,0.3686 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2p,lig_2s,0.0499 kcal/mol,0.3095 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2y,lig_2z,-0.0349 kcal/mol,0.1822 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2o,0.4268 kcal/mol,0.1974 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2n,lig_2p,-0.6382 kcal/mol,0.3868 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ee,lig_2l,-1.0994 kcal/mol,0.2044 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2bb,lig_2v,1.3748 kcal/mol,0.2444 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2ff,lig_2gg,0.6014 kcal/mol,0.0588 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2gg,lig_2j,0.1335 kcal/mol,0.1184 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2aa,lig_2v,1.3186 kcal/mol,0.5268 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_2b,lig_2w,0.9944 kcal/mol,0.8225 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
