lig_0,lig_1,freenrg,error,engine,analysis
lig_2b,lig_2h,2.5673 kcal/mol,0.8889 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2d,lig_2v,0.6186 kcal/mol,0.1446 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2c,lig_2e,5.2537 kcal/mol,0.2340 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2c,lig_2f,2.6709 kcal/mol,0.8324 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2d,lig_2w,-0.7065 kcal/mol,0.3184 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2x,lig_2y,-0.6433 kcal/mol,0.1332 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2a,lig_2w,0.1233 kcal/mol,0.2291 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2e,lig_2v,-1.1959 kcal/mol,0.6340 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2j,lig_2v,2.2791 kcal/mol,0.2588 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2v,lig_2x,-1.0121 kcal/mol,0.2093 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2hh,lig_2w,2.1904 kcal/mol,0.1890 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2ii,lig_2w,-0.5148 kcal/mol,0.3818 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2k,lig_2q,-2.4386 kcal/mol,0.1981 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2q,lig_2u,0.7975 kcal/mol,0.1328 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2bb,lig_2z,0.4495 kcal/mol,0.2717 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2p,lig_2s,0.1251 kcal/mol,0.3100 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2y,lig_2z,0.9156 kcal/mol,0.5209 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2n,lig_2o,1.0506 kcal/mol,0.2259 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2bb,lig_2v,1.5505 kcal/mol,0.4965 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2n,lig_2p,1.8481 kcal/mol,0.3313 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2ee,lig_2l,-0.8680 kcal/mol,0.2512 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_2ff,lig_2gg,0.7967 kcal/mol,0.2879 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
