lig_0,lig_1,freenrg,error,engine,analysis
lig_2d,lig_2v,1.3269 kcal/mol,0.3698 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2c,lig_2e,4.1103 kcal/mol,0.2687 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2b,lig_2h,0.5238 kcal/mol,0.8154 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2c,lig_2f,3.4564 kcal/mol,0.2270 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2x,lig_2y,-0.5028 kcal/mol,0.1330 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2d,lig_2w,-1.0104 kcal/mol,0.1853 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2a,lig_2w,-1.3983 kcal/mol,0.0948 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2e,lig_2v,0.8233 kcal/mol,0.4615 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2v,lig_2x,-0.7497 kcal/mol,0.1822 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2j,lig_2v,2.9077 kcal/mol,0.5546 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2hh,lig_2w,1.1986 kcal/mol,0.3621 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2ii,lig_2w,0.0671 kcal/mol,0.0853 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2q,lig_2u,-0.8126 kcal/mol,0.4399 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
