lig_0,lig_1,freenrg,error,engine,analysis
lig_2b,lig_2h,1.9878 kcal/mol,0.8502 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2d,lig_2v,1.9490 kcal/mol,0.2080 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2c,lig_2e,2.7516 kcal/mol,0.6361 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2c,lig_2f,3.2302 kcal/mol,0.9261 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2d,lig_2w,-0.2334 kcal/mol,0.2846 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2x,lig_2y,-0.0455 kcal/mol,0.5160 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2a,lig_2w,0.5258 kcal/mol,0.5183 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2e,lig_2v,0.0602 kcal/mol,0.6926 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2j,lig_2v,1.7011 kcal/mol,0.1307 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2v,lig_2x,-1.5931 kcal/mol,0.2470 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2hh,lig_2w,1.9607 kcal/mol,0.0986 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2ii,lig_2w,1.1572 kcal/mol,0.1593 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2k,lig_2q,-3.6298 kcal/mol,0.2210 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2q,lig_2u,1.3061 kcal/mol,0.1712 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2bb,lig_2z,0.3073 kcal/mol,0.2120 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2p,lig_2s,0.1463 kcal/mol,0.3287 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2y,lig_2z,-0.1483 kcal/mol,0.2283 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2n,lig_2o,0.2271 kcal/mol,0.2910 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2bb,lig_2v,1.3329 kcal/mol,0.2100 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2n,lig_2p,-0.6008 kcal/mol,0.3392 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2ee,lig_2l,-1.1860 kcal/mol,0.2622 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2ff,lig_2gg,0.5475 kcal/mol,0.0397 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2gg,lig_2j,0.1282 kcal/mol,0.1188 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2aa,lig_2v,1.0097 kcal/mol,0.7232 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2b,lig_2w,0.9793 kcal/mol,0.6306 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2dd,lig_2w,2.0878 kcal/mol,0.7326 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2ee,lig_2j,1.3154 kcal/mol,0.1322 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2l,lig_2o,-0.2470 kcal/mol,0.3004 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2v,lig_2y,-1.7562 kcal/mol,0.1775 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2k,lig_2m,-2.9780 kcal/mol,0.1370 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2n,lig_2r,0.8013 kcal/mol,0.1361 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2j,lig_2t,-3.4022 kcal/mol,0.1948 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2l,lig_2t,-0.9148 kcal/mol,0.0515 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_2a,lig_2d,0.9238 kcal/mol,0.0433 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
