lig_0,lig_1,freenrg,error,engine,analysis
lig_2b,lig_2h,2.5491 kcal/mol,1.2158 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2d,lig_2v,0.7410 kcal/mol,0.2425 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2c,lig_2e,4.7975 kcal/mol,0.7422 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2c,lig_2f,3.0679 kcal/mol,0.9060 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2d,lig_2w,-0.7741 kcal/mol,0.3460 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2x,lig_2y,-0.4840 kcal/mol,0.4371 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2a,lig_2w,0.1623 kcal/mol,0.1825 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2e,lig_2v,-1.1565 kcal/mol,1.0127 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2j,lig_2v,2.5224 kcal/mol,0.5142 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2v,lig_2x,-0.9280 kcal/mol,0.3331 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2hh,lig_2w,1.8557 kcal/mol,0.4572 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ii,lig_2w,-0.0565 kcal/mol,0.1587 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2k,lig_2q,-2.7069 kcal/mol,0.2654 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2q,lig_2u,0.8556 kcal/mol,0.1473 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
