lig_0,lig_1,freenrg,error,engine,analysis
lig_2d,lig_2v,1.3919 kcal/mol,0.7604 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2c,lig_2e,3.8930 kcal/mol,0.1546 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2c,lig_2f,2.8774 kcal/mol,0.3570 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2b,lig_2h,0.7189 kcal/mol,0.9942 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2x,lig_2y,-0.5412 kcal/mol,0.1031 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2d,lig_2w,-0.8274 kcal/mol,0.1829 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2a,lig_2w,-1.0227 kcal/mol,0.2628 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2e,lig_2v,1.4554 kcal/mol,0.1618 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2v,lig_2x,-0.7106 kcal/mol,0.1778 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2j,lig_2v,2.7743 kcal/mol,0.4535 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2hh,lig_2w,1.7009 kcal/mol,0.2694 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ii,lig_2w,0.9900 kcal/mol,0.1017 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2q,lig_2u,-0.8703 kcal/mol,0.4503 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2bb,lig_2z,0.4859 kcal/mol,0.5548 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2p,lig_2s,-2.7770 kcal/mol,0.7538 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2y,lig_2z,-0.5719 kcal/mol,0.1146 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2o,1.0240 kcal/mol,0.2118 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2bb,lig_2v,0.9422 kcal/mol,0.1119 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2p,1.7384 kcal/mol,0.1426 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ee,lig_2l,-0.9473 kcal/mol,0.0411 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ff,lig_2gg,0.9345 kcal/mol,0.1709 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2gg,lig_2j,1.8536 kcal/mol,0.0407 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2b,lig_2w,-0.1131 kcal/mol,0.6615 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2aa,lig_2v,0.9871 kcal/mol,1.2264 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2dd,lig_2w,1.0061 kcal/mol,0.2827 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ee,lig_2j,3.1643 kcal/mol,0.2844 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2o,1.4757 kcal/mol,0.3671 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2v,lig_2y,-1.7644 kcal/mol,0.1120 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2k,lig_2m,-1.2577 kcal/mol,0.2719 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2j,lig_2t,0.1053 kcal/mol,0.1150 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2r,0.2117 kcal/mol,0.2924 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2t,0.1552 kcal/mol,0.3357 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2a,lig_2d,0.7056 kcal/mol,0.0534 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2aa,lig_2z,nan,nan,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2f,lig_2g,0.0643 kcal/mol,0.0762 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2hh,lig_2ii,0.1283 kcal/mol,0.0181 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ff,lig_2j,1.4793 kcal/mol,0.5657 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2r,lig_2s,nan,nan,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2k,lig_2l,-2.9928 kcal/mol,0.3513 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2n,-0.6856 kcal/mol,0.1061 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2e,lig_2j,0.0644 kcal/mol,0.2073 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2s,nan,nan,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2j,lig_2k,1.9953 kcal/mol,0.1999 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2i,lig_2j,0.1321 kcal/mol,0.0854 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2g,lig_2h,0.5351 kcal/mol,0.0578 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2g,lig_2i,-0.1429 kcal/mol,0.0707 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2h,lig_2i,-0.8689 kcal/mol,0.0378 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2k,lig_2u,-2.7457 kcal/mol,0.9791 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2q,0.7645 kcal/mol,0.1831 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ee,lig_2w,0.7218 kcal/mol,0.0401 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ee,lig_2v,2.1464 kcal/mol,0.8831 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2u,lig_2x,2.5068 kcal/mol,0.8723 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2e,lig_2q,-2.6232 kcal/mol,0.2017 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2b,lig_2l,-0.4427 kcal/mol,0.6728 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2a,lig_2p,-0.8332 kcal/mol,0.2545 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2p,lig_2t,-2.7283 kcal/mol,0.1472 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2bb,lig_2w,-0.6546 kcal/mol,0.4297 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2b,lig_2z,-0.7329 kcal/mol,0.2208 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ii,lig_2v,2.2760 kcal/mol,0.4062 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2m,lig_2x,2.6900 kcal/mol,0.1049 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2m,-0.0400 kcal/mol,0.0717 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2g,lig_2v,2.7635 kcal/mol,0.4095 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2gg,lig_2v,1.9738 kcal/mol,1.1263 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2d,lig_2s,-0.0215 kcal/mol,1.2242 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2x,1.3423 kcal/mol,0.5105 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2t,lig_2x,2.2669 kcal/mol,0.5159 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2e,lig_2r,-0.3654 kcal/mol,0.1778 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2w,lig_2y,0.9291 kcal/mol,0.4276 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2a,lig_2n,-1.2028 kcal/mol,0.3892 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2gg,lig_2k,-0.0351 kcal/mol,0.1952 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2t,-0.4827 kcal/mol,0.4332 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2v,lig_2w,-0.5427 kcal/mol,0.4970 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2a,lig_2k,1.2257 kcal/mol,0.1310 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
