lig_0,lig_1,freenrg,error,engine,analysis
lig_2b,lig_2h,1.4287 kcal/mol,0.9658 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2d,lig_2v,1.9756 kcal/mol,0.4564 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2c,lig_2e,2.3689 kcal/mol,0.7741 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2c,lig_2f,3.0594 kcal/mol,1.4138 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2d,lig_2w,-0.0777 kcal/mol,0.4185 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2x,lig_2y,0.1350 kcal/mol,0.5206 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2a,lig_2w,0.5646 kcal/mol,0.6236 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2e,lig_2v,0.8561 kcal/mol,0.5490 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2j,lig_2v,1.6723 kcal/mol,0.3085 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2v,lig_2x,-1.6756 kcal/mol,0.2441 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2hh,lig_2w,1.9798 kcal/mol,0.0453 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ii,lig_2w,0.9909 kcal/mol,0.4136 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2k,lig_2q,-4.1783 kcal/mol,0.3981 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2q,lig_2u,1.3445 kcal/mol,0.2304 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2bb,lig_2z,0.3687 kcal/mol,0.2782 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2p,lig_2s,0.2025 kcal/mol,0.5648 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2y,lig_2z,0.0120 kcal/mol,0.2170 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2o,-0.2124 kcal/mol,0.2697 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2p,-1.2556 kcal/mol,0.1975 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2bb,lig_2v,1.3071 kcal/mol,0.2942 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ee,lig_2l,-1.1418 kcal/mol,0.2196 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ff,lig_2gg,0.5002 kcal/mol,0.0483 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2gg,lig_2j,0.1809 kcal/mol,0.1836 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2aa,lig_2v,1.5400 kcal/mol,1.0427 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2b,lig_2w,1.1418 kcal/mol,1.0806 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2dd,lig_2w,2.5601 kcal/mol,0.7966 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ee,lig_2j,1.2435 kcal/mol,0.0413 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2o,0.0926 kcal/mol,0.2796 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2v,lig_2y,-1.9632 kcal/mol,0.1396 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2k,lig_2m,-3.0096 kcal/mol,0.2649 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2r,0.6252 kcal/mol,0.2190 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2t,-0.9279 kcal/mol,0.0181 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2j,lig_2t,-3.4140 kcal/mol,0.3078 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2a,lig_2d,0.8283 kcal/mol,0.0521 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2aa,lig_2z,0.4596 kcal/mol,0.2506 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2e,lig_2f,-0.7019 kcal/mol,0.0413 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2f,lig_2g,-0.9100 kcal/mol,0.0798 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2ff,lig_2j,0.8778 kcal/mol,0.2295 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2hh,lig_2ii,0.1379 kcal/mol,0.0336 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2k,lig_2l,-3.3947 kcal/mol,0.2967 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2l,lig_2n,-0.1325 kcal/mol,0.1660 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2r,lig_2s,-1.3785 kcal/mol,0.3590 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2j,lig_2k,0.7348 kcal/mol,0.1066 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2e,lig_2j,1.3638 kcal/mol,0.2248 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2i,lig_2j,0.2057 kcal/mol,0.0996 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2n,lig_2s,1.0087 kcal/mol,0.1517 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2g,lig_2h,1.4312 kcal/mol,0.0692 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_2h,lig_2i,-0.9248 kcal/mol,0.0507 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
