# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_CHEMBL3402744_300,-8.89882,0.64
lig_CHEMBL3402753_200,-9.13905,0.64
lig_CHEMBL3402754_40,-10.0926,0.64
lig_CHEMBL3402747_3400,-7.46041,0.64
lig_CHEMBL3402748_5300,-7.19739,0.64
lig_CHEMBL3402761_1,-12.2782,0.64
lig_CHEMBL3402750_400,-8.72837,0.64
lig_CHEMBL3402752_30000,-6.17032,0.64
lig_CHEMBL3402745_200,-9.13905,0.64
lig_CHEMBL3402751_2100,-7.74589,0.64
lig_CHEMBL3402755_4200,-7.33522,0.64
lig_CHEMBL3402749_500,-8.59616,0.64
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_CHEMBL3402744_300,lig_CHEMBL3402753_200,-2.7218,0.3583,0.0
lig_CHEMBL3402744_300,lig_CHEMBL3402754_40,-3.6335,0.1655,0.0
lig_CHEMBL3402744_300,lig_CHEMBL3402747_3400,0.2142,0.3925,0.0
lig_CHEMBL3402744_300,lig_CHEMBL3402748_5300,0.8399,0.1038,0.0
lig_CHEMBL3402753_200,lig_CHEMBL3402761_1,-3.0085,0.1383,0.0
lig_CHEMBL3402754_40,lig_CHEMBL3402761_1,-1.9973,0.1178,0.0
lig_CHEMBL3402750_400,lig_CHEMBL3402752_30000,1.3791,0.0614,0.0
lig_CHEMBL3402744_300,lig_CHEMBL3402745_200,-1.1588,0.1024,0.0
lig_CHEMBL3402747_3400,lig_CHEMBL3402748_5300,1.061,0.051,0.0
lig_CHEMBL3402747_3400,lig_CHEMBL3402751_2100,-1.1046,0.1737,0.0
lig_CHEMBL3402751_2100,lig_CHEMBL3402752_30000,0.397,0.1314,0.0
lig_CHEMBL3402754_40,lig_CHEMBL3402755_4200,0.3659,0.0404,0.0
lig_CHEMBL3402748_5300,lig_CHEMBL3402749_500,-0.0735,0.3133,0.0
lig_CHEMBL3402749_500,lig_CHEMBL3402750_400,-0.0328,0.11,0.0
lig_CHEMBL3402753_200,lig_CHEMBL3402754_40,0.0252,0.0179,0.0
lig_CHEMBL3402753_200,lig_CHEMBL3402755_4200,-0.0953,0.0444,0.0
