# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_CHEMBL3402744_300,-8.89882,0.64
lig_CHEMBL3402753_200,-9.13905,0.64
lig_CHEMBL3402754_40,-10.0926,0.64
lig_CHEMBL3402747_3400,-7.46041,0.64
lig_CHEMBL3402748_5300,-7.19739,0.64
lig_CHEMBL3402761_1,-12.2782,0.64
lig_CHEMBL3402750_400,-8.72837,0.64
lig_CHEMBL3402752_30000,-6.17032,0.64
lig_CHEMBL3402745_200,-9.13905,0.64
lig_CHEMBL3402751_2100,-7.74589,0.64
lig_CHEMBL3402755_4200,-7.33522,0.64
lig_CHEMBL3402749_500,-8.59616,0.64
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_CHEMBL3402744_300,lig_CHEMBL3402753_200,-0.3202,0.2986,0.0
lig_CHEMBL3402744_300,lig_CHEMBL3402754_40,-3.2345,0.4025,0.0
lig_CHEMBL3402744_300,lig_CHEMBL3402747_3400,1.1287,0.2585,0.0
lig_CHEMBL3402744_300,lig_CHEMBL3402748_5300,2.9171,0.0874,0.0
lig_CHEMBL3402753_200,lig_CHEMBL3402761_1,-3.2334,0.2758,0.0
lig_CHEMBL3402754_40,lig_CHEMBL3402761_1,-3.2478,0.1308,0.0
lig_CHEMBL3402750_400,lig_CHEMBL3402752_30000,2.8771,0.0816,0.0
lig_CHEMBL3402744_300,lig_CHEMBL3402745_200,-1.065,0.066,0.0
lig_CHEMBL3402747_3400,lig_CHEMBL3402748_5300,2.3816,0.1041,0.0
lig_CHEMBL3402747_3400,lig_CHEMBL3402751_2100,0.3651,0.0668,0.0
lig_CHEMBL3402751_2100,lig_CHEMBL3402752_30000,0.1935,0.0591,0.0
lig_CHEMBL3402754_40,lig_CHEMBL3402755_4200,0.3484,0.1063,0.0
lig_CHEMBL3402748_5300,lig_CHEMBL3402749_500,-1.9771,0.1861,0.0
lig_CHEMBL3402749_500,lig_CHEMBL3402750_400,-0.9793,0.061,0.0
lig_CHEMBL3402753_200,lig_CHEMBL3402754_40,-0.3077,0.0236,0.0
lig_CHEMBL3402753_200,lig_CHEMBL3402755_4200,-0.1084,0.0408,0.0
