lig_0,lig_1,freenrg,error,engine,analysis
lig_CHEMBL3264999,lig_CHEMBL3265004,-0.3788 kcal/mol,0.3601 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3264999,lig_CHEMBL3265002,1.2971 kcal/mol,0.3119 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3264999,lig_CHEMBL3265005,-0.1656 kcal/mol,0.3672 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3259820,lig_CHEMBL3264999,10.9720 kcal/mol,0.4871 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3259820,lig_CHEMBL3265026,-0.9592 kcal/mol,0.3298 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265005,lig_CHEMBL3265026,-1.2121 kcal/mol,0.7390 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3259820,lig_CHEMBL3265016,1.6158 kcal/mol,0.3560 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3259820,lig_CHEMBL3265017,0.3479 kcal/mol,0.1013 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265028,lig_CHEMBL3265036,-0.0334 kcal/mol,0.3364 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265028,lig_CHEMBL3265030,0.5312 kcal/mol,0.2139 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265027,lig_CHEMBL3265036,-1.1553 kcal/mol,0.1355 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265005,lig_CHEMBL3265014,1.4924 kcal/mol,0.6817 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265024,lig_CHEMBL3265025,1.1155 kcal/mol,0.2225 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3259820,lig_CHEMBL3265005,3.6588 kcal/mol,0.0896 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265027,lig_CHEMBL3265030,-1.3299 kcal/mol,0.0895 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265027,lig_CHEMBL3265034,-0.4778 kcal/mol,0.0815 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265028,lig_CHEMBL3265037,-0.8590 kcal/mol,0.1471 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265027,lig_CHEMBL3265035,-1.7910 kcal/mol,0.2541 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265033,lig_CHEMBL3265034,5.2950 kcal/mol,0.4808 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265032,lig_CHEMBL3265033,-0.6890 kcal/mol,0.3746 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265025,lig_CHEMBL3265026,-1.3846 kcal/mol,0.3215 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265029,lig_CHEMBL3265035,-2.0299 kcal/mol,0.2130 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265031,lig_CHEMBL3265034,-0.9231 kcal/mol,0.1826 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265024,lig_CHEMBL3265026,-1.5002 kcal/mol,0.1236 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265031,lig_CHEMBL3265032,-0.0400 kcal/mol,0.2114 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265002,lig_CHEMBL3265004,-2.0804 kcal/mol,0.1480 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265012,lig_CHEMBL3265013,0.6581 kcal/mol,0.0881 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265006,lig_CHEMBL3265009,0.0416 kcal/mol,0.1799 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265017,lig_CHEMBL3265028,-0.0800 kcal/mol,0.1719 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265017,lig_CHEMBL3265029,-0.4635 kcal/mol,0.4130 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265032,lig_CHEMBL3265037,1.6200 kcal/mol,0.3638 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265008,lig_CHEMBL3265010,-0.6894 kcal/mol,0.3533 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3264996,lig_CHEMBL3264999,-0.2405 kcal/mol,0.5714 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265009,lig_CHEMBL3265010,0.8055 kcal/mol,0.3781 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265012,lig_CHEMBL3265014,-0.0506 kcal/mol,0.4115 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265019,lig_CHEMBL3265022,1.3941 kcal/mol,0.5747 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265020,lig_CHEMBL3265023,0.4604 kcal/mol,0.1668 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3259820,lig_CHEMBL3265013,0.8662 kcal/mol,0.2206 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265005,lig_CHEMBL3265006,-2.3422 kcal/mol,0.1104 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265005,lig_CHEMBL3265009,-1.7182 kcal/mol,0.3073 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265017,lig_CHEMBL3265021,0.5284 kcal/mol,0.3851 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265017,lig_CHEMBL3265022,-0.9906 kcal/mol,0.2560 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265021,lig_CHEMBL3265023,-0.7701 kcal/mol,0.1555 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265008,lig_CHEMBL3265009,-2.1467 kcal/mol,0.2843 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265016,lig_CHEMBL3265017,-0.3390 kcal/mol,0.1081 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265016,lig_CHEMBL3265018,-0.6638 kcal/mol,0.1942 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265018,lig_CHEMBL3265020,1.3477 kcal/mol,0.1765 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265019,lig_CHEMBL3265021,0.6325 kcal/mol,0.3114 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3265020,lig_CHEMBL3265021,0.4265 kcal/mol,0.0314 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
