lig_0,lig_1,freenrg,error,engine,analysis
lig_CHEMBL3264999,lig_CHEMBL3265002,-0.4936 kcal/mol,0.1123 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3264999,lig_CHEMBL3265004,-0.3362 kcal/mol,0.0884 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3259820,lig_CHEMBL3264999,0.1536 kcal/mol,0.6641 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3264999,lig_CHEMBL3265005,4.8751 kcal/mol,0.2188 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3259820,lig_CHEMBL3265026,-0.7388 kcal/mol,0.4865 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3265005,lig_CHEMBL3265026,-6.7019 kcal/mol,0.4025 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3259820,lig_CHEMBL3265016,0.3261 kcal/mol,0.3287 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3259820,lig_CHEMBL3265017,-1.2125 kcal/mol,0.1744 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3265028,lig_CHEMBL3265036,-1.4642 kcal/mol,0.2827 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3265028,lig_CHEMBL3265030,-0.6306 kcal/mol,0.1355 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3265027,lig_CHEMBL3265036,-2.4511 kcal/mol,0.2516 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
lig_CHEMBL3259820,lig_CHEMBL3265005,1.6675 kcal/mol,0.4218 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_50
