lig_0,lig_1,freenrg,error,engine,analysis
lig_CHEMBL3402744_300,lig_CHEMBL3402754_40,-3.5892 kcal/mol,0.2838 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402744_300,lig_CHEMBL3402747_3400,-0.0174 kcal/mol,0.5491 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402744_300,lig_CHEMBL3402748_5300,0.6665 kcal/mol,0.3455 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402744_300,lig_CHEMBL3402753_200,-2.5697 kcal/mol,0.2151 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402754_40,lig_CHEMBL3402761_1,-1.7529 kcal/mol,0.3592 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402750_400,lig_CHEMBL3402752_30000,1.2248 kcal/mol,0.0970 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402753_200,lig_CHEMBL3402761_1,-2.3280 kcal/mol,0.4497 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402744_300,lig_CHEMBL3402745_200,-1.2249 kcal/mol,0.2392 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402747_3400,lig_CHEMBL3402748_5300,1.3316 kcal/mol,0.2027 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402747_3400,lig_CHEMBL3402751_2100,-1.0515 kcal/mol,0.1545 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402751_2100,lig_CHEMBL3402752_30000,0.3521 kcal/mol,0.1269 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402754_40,lig_CHEMBL3402755_4200,0.5855 kcal/mol,0.0265 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402748_5300,lig_CHEMBL3402749_500,-0.2321 kcal/mol,0.3975 kcal/mol,AMBER,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
