lig_ejm45,lig_ejm53,0.09933
lig_ejm44,lig_ejm54,0.11444
lig_ejm54,lig_ejm55,0.12815
lig_ejm48,lig_ejm55,0.13334
lig_ejm45,lig_ejm55,0.1367
lig_ejm43,lig_ejm46,0.14135
lig_ejm43,lig_ejm47,0.16209
lig_ejm42,lig_ejm53,0.20372
lig_ejm42,lig_ejm46,0.20628
lig_ejm42,lig_ejm47,0.21851
lig_ejm42,lig_ejm48,0.22289
lig_ejm43,lig_ejm50,0.23105
lig_ejm42,lig_ejm45,0.23437
lig_ejm42,lig_ejm50,0.23669
lig_ejm44,lig_ejm55,0.26
lig_ejm44,lig_ejm49,0.26079
lig_ejm31,lig_ejm49,0.28213
lig_ejm31,lig_ejm42,0.29608
lig_ejm42,lig_ejm55,0.30664
lig_ejm42,lig_ejm44,0.30691
lig_jmc27,lig_jmc30,0.31176
lig_jmc23,lig_jmc30,0.31414
lig_ejm31,lig_ejm44,0.34516
lig_ejm42,lig_ejm43,0.35593
lig_ejm43,lig_ejm44,0.35593
lig_ejm46,lig_jmc27,0.35906
lig_ejm46,lig_jmc23,0.36255
lig_jmc27,lig_jmc28,0.37638
lig_jmc23,lig_jmc28,0.38291
lig_jmc23,lig_jmc27,1.0
