,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_ejm42~lig_ejm49,-0.9978,0.2138,2.051998668764364,0.2516159149963097
lig_ejm31~lig_ejm49,0.7327,0.0815,1.8102760718999757,0.2538095571613463
lig_ejm31~lig_ejm48,-0.1024,0.1959,0.5462570533499651,0.2538095571613463
lig_ejm31~lig_ejm53,1.2371,0.1556,1.638771160049897,0.2538095571613463
lig_ejm42~lig_ejm47,-0.6753,0.0472,0.08655189247071071,0.2504732062756719
lig_ejm31~lig_ejm47,-0.3927,0.0548,-0.15517070439367764,0.25267676919143917
lig_ejm31~lig_jmc23,-0.7151,0.0756,-2.1748305958012217,0.2538095571613463
lig_ejm31~lig_ejm46,-0.6039,0.0817,-1.7859395794933661,0.25033363955286936
lig_ejm44~lig_ejm45,-0.7128,0.1691,-2.156448562315025,0.24606413866219531
lig_ejm31~lig_ejm45,0.6735,0.19,-0.012551227324822278,0.2529173531669557
lig_jmc28~lig_jmc30,-0.7541,0.0087,0.04066311747740059,0.25404925839096637
lig_ejm46~lig_jmc30,-1.0117,0.095,0.38133962595794557,0.2480362584076917
lig_ejm42~lig_ejm54,-0.2863,0.0545,-0.7562373324146225,0.25161591499630975
lig_ejm54~lig_ejm55,1.4168,0.0419,1.3386364377595559,0.2529298092351276
lig_ejm31~lig_ejm50,0.5739,0.0239,0.5705935457565765,0.2538095571613463
lig_ejm42~lig_ejm43,-0.5386,0.0157,1.5348284220190465,0.2506089730379271
lig_ejm43~lig_ejm44,1.7109,0.0716,0.8507915098355445,0.2459551845290571
lig_ejm46~lig_jmc28,0.0966,0.0434,0.340676508480545,0.25196787131403336
lig_ejm42~lig_ejm50,-0.2052,0.0294,0.8123161426209649,0.2516159149963097
lig_ejm42~lig_ejm55,-0.2998,0.0628,0.5823991053449333,0.2516159149963097
lig_ejm48~lig_ejm53,1.2643,0.1852,1.092514106699932,0.2529298092351276
lig_jmc23~lig_jmc27,-0.4173,0.0298,0.42503306830282206,0.25046238068462245
lig_jmc23~lig_jmc28,-0.68,0.0619,0.7295675247884006,0.2554215503617071
lig_jmc27~lig_jmc28,,,0.30453445648557853,0.2529784262099611
lig_ejm45~lig_ejm53,1.2051,0.2807,1.6513223873747194,0.2520344909456996
lig_ejm44~lig_ejm54,-1.7788,0.3576,-3.1418572642692135,0.2469811007122371
lig_ejm48~lig_ejm55,0.3482,0.0813,-0.20558054486942012,0.2529298092351276
lig_ejm45~lig_ejm55,-1.2452,0.452,0.35322773580536726,0.2520344909456996
lig_ejm43~lig_ejm46,-1.2995,0.1073,-3.0790454046480242,0.24842587802553825
lig_ejm43~lig_ejm47,-1.0636,0.0246,-1.4482765295483357,0.2507868327285097
lig_ejm42~lig_ejm53,-0.2048,0.0617,1.8804937569142854,0.2516159149963097
lig_ejm42~lig_ejm46,-0.3,0.0184,-1.5442169826289778,0.24810926718842524
lig_ejm42~lig_ejm48,-0.8088,0.0405,0.7879796502143535,0.2516159149963097
lig_ejm43~lig_ejm50,-0.14,0.1392,-0.7225122793980816,0.25192811888991745
lig_ejm42~lig_ejm45,2.4812,0.0549,0.22917136953956607,0.2507159047726531
lig_ejm44~lig_ejm55,-2.3722,0.2295,-1.8032208265096576,0.24698110071223706
lig_ejm44~lig_ejm49,-2.2861,0.0888,-0.3336212630902269,0.24698110071223708
lig_ejm31~lig_ejm42,0.4762,0.0262,-0.24172259686438835,0.25250024076454025
lig_ejm42~lig_ejm44,-0.8053,0.0857,2.385619931854591,0.24563538912123453
lig_jmc27~lig_jmc30,-0.4625,0.2287,0.3451975739629791,0.24906276606114905
lig_jmc23~lig_jmc30,-0.1761,0.1121,0.7702306422658012,0.25154392399646625
lig_ejm31~lig_ejm44,1.6815,0.0281,2.1438973349902026,0.2478819618603759
lig_ejm46~lig_jmc27,1.169,0.0561,0.03614205199496645,0.24693935272361095
lig_ejm46~lig_jmc23,-1.7602,0.237,-0.3888910163078556,0.24944163282232035
lig_ejm31~lig_jmc28,-1.0097,0.1523,-1.4452630710128211,0.2562927453048539
Intermediate~lig_ejm49,-1.1299,0.2077,,
Intermediate~lig_ejm47,-1.9434,0.1893,,
lig_ejm31~lig_ejm54,0.1094,0.083,-0.9979599292790109,0.2538095571613463
lig_ejm49~lig_ejm55,-0.5074,0.1447,-1.4695995634194308,0.2529298092351276
lig_ejm31~lig_jmc27,-0.6877,0.0531,-1.7497975274983997,0.25135076495791564
lig_ejm31~lig_ejm55,-0.5742,0.1042,0.340676508480545,0.25380955716134623
lig_ejm31~lig_jmc30,-1.8448,0.1009,-1.4045999535354206,0.25242850196889544
lig_ejm31~lig_ejm43,1.0622,0.0644,1.293105825154658,0.25281135258159004
lig_ejm47~lig_ejm55,-0.2057,0.0807,0.4958472128742226,0.25179306341180874
lig_ejm50~lig_ejm54,0.3914,0.3015,-1.5685534750355874,0.2529298092351276
lig_ejm53~lig_ejm55,-1.0513,0.1926,-1.298094651569352,0.2529298092351276
lig_ejm55~lig_jmc27,-0.6495,0.203,-2.0904740359789447,0.2504623806846224
lig_ejm53~lig_ejm54,-2.5368,0.1269,-2.636731089328908,0.2529298092351276
lig_ejm44~lig_jmc30,-4.4097,0.542,-3.548497288525623,0.2455616448243702
lig_ejm50~lig_ejm55,-1.9327,0.2675,-0.22991703727603152,0.2529298092351276
lig_ejm53~lig_jmc27,-1.6575,0.1501,-3.3885686875482968,0.2504623806846224
lig_ejm48~lig_ejm54,-1.3954,0.1917,-1.544216982628976,0.2529298092351276
