,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_jmc28~lig_jmc30,-0.7031,0.1549,0.04066311747740059,0.25404925839096637
lig_ejm46~lig_jmc30,-1.2826,0.1894,0.38133962595794557,0.2480362584076917
lig_jmc27~lig_jmc28,0.8614,0.0777,0.30453445648557853,0.2529784262099611
lig_jmc23~lig_jmc28,-0.1649,0.1985,0.7295675247884006,0.2554215503617071
lig_ejm31~lig_jmc28,-0.5159,0.0782,-1.4452630710128211,0.2562927453048539
lig_jmc23~lig_jmc27,-0.4643,0.2059,0.42503306830282206,0.25046238068462245
lig_ejm54~lig_ejm55,0.9389,0.1888,1.3386364377595559,0.2529298092351276
lig_ejm45~lig_ejm55,-3.1023,0.2294,0.35322773580536726,0.2520344909456996
lig_ejm42~lig_ejm54,-0.0237,0.1599,-0.7562373324146225,0.25161591499630975
lig_ejm48~lig_ejm53,-0.3929,0.2015,1.092514106699932,0.2529298092351276
lig_ejm31~lig_ejm53,1.9386,0.3743,1.638771160049897,0.2538095571613463
lig_ejm42~lig_ejm50,0.137,0.6422,0.8123161426209649,0.2516159149963097
lig_ejm31~lig_ejm50,1.0907,0.0552,0.5705935457565765,0.2538095571613463
lig_ejm31~lig_ejm49,-0.0321,0.0804,1.8102760718999757,0.2538095571613463
Intermediate~lig_ejm49,0.6589,0.4482,,
lig_ejm31~lig_ejm48,0.1717,0.0607,0.5462570533499651,0.2538095571613463
lig_ejm31~lig_ejm47,-1.1196,0.1051,-0.15517070439367764,0.25267676919143917
Intermediate~lig_ejm47,-0.8176,0.1332,,
lig_ejm31~lig_ejm46,-0.4274,0.3518,-1.7859395794933661,0.25033363955286936
lig_ejm42~lig_ejm45,0.0987,0.504,0.22917136953956607,0.2507159047726531
lig_ejm43~lig_ejm44,2.135,0.2551,0.8507915098355445,0.2459551845290571
lig_ejm42~lig_ejm44,1.8821,0.3962,2.385619931854591,0.24563538912123453
lig_ejm42~lig_ejm43,0.615,0.1235,1.5348284220190465,0.2506089730379271
lig_ejm31~lig_ejm42,1.8833,0.2238,-0.24172259686438835,0.25250024076454025
