,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_jmc28~lig_jmc30,-0.7541,0.0087,-0.1714,0.1272
lig_ejm46~lig_jmc30,-1.0117,0.095,-0.9282,0.3057
lig_jmc27~lig_jmc28,,,0.9311,0.0359
lig_jmc23~lig_jmc28,-0.68,0.0619,-0.2812,0.0882
lig_ejm31~lig_jmc28,-1.0097,0.1523,-0.1316,0.0814
lig_jmc23~lig_jmc27,-0.4173,0.0298,-0.3684,0.0427
lig_ejm54~lig_ejm55,1.4168,0.0419,2.58,0.1807
lig_ejm45~lig_ejm55,-1.2452,0.452,-3.23,0.4856
lig_ejm42~lig_ejm54,-0.2863,0.0545,-0.5602,0.195
lig_ejm48~lig_ejm53,1.2643,0.1852,0.9974,0.0548
lig_ejm31~lig_ejm53,1.2371,0.1556,0.9794,0.3371
lig_ejm42~lig_ejm50,-0.2052,0.0294,-0.6082,0.1329
lig_ejm31~lig_ejm50,0.5739,0.0239,-0.1414,0.0806
lig_ejm31~lig_ejm49,0.7327,0.0815,-0.3849,0.5983
Intermediate~lig_ejm49,-1.1299,0.2077,-1.3785,0.1334
lig_ejm31~lig_ejm48,-0.1024,0.1959,0.5607,0.3842
lig_ejm31~lig_ejm47,-0.3927,0.0548,-0.4793,0.3682
Intermediate~lig_ejm47,-1.9434,0.1893,-1.8097,0.0826
lig_ejm31~lig_ejm46,-0.6039,0.0817,-0.7292,0.4054
lig_ejm42~lig_ejm45,2.4812,0.0549,-0.7098,0.262
lig_ejm43~lig_ejm44,1.7109,0.0716,1.5494,0.1341
lig_ejm42~lig_ejm44,-0.8053,0.0857,-0.4932,0.103
lig_ejm42~lig_ejm43,-0.5386,0.0157,-0.6163,0.0274
lig_ejm31~lig_ejm42,0.4762,0.0262,2.385,1.6326
