,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_ejm31~lig_ejm50,1.0907,0.0552,-0.1414,0.0806
lig_ejm31~lig_ejm42,1.8833,0.2238,2.385,1.6326
lig_ejm48~lig_ejm53,-0.3929,0.2015,0.9974,0.0548
lig_jmc28~lig_jmc30,-0.7031,0.1549,-0.1714,0.1272
lig_ejm31~lig_ejm45,0.8486,0.1246,0.0795,0.2151
lig_ejm31~lig_ejm48,0.1717,0.0607,0.5607,0.3842
lig_jmc23~lig_jmc30,-0.4898,0.4643,0.2833,0.0334
lig_ejm42~lig_ejm43,0.615,0.1235,-0.6163,0.0274
lig_ejm43~lig_ejm44,2.135,0.2551,1.5494,0.1341
lig_ejm46~lig_jmc23,-0.139,0.0947,0.4151,0.0672
lig_jmc23~lig_jmc27,-0.4643,0.2059,-0.3684,0.0427
lig_ejm31~lig_ejm49,-0.0321,0.0804,-0.3849,0.5983
lig_ejm50~lig_ejm54,-0.3987,0.3932,,
lig_jmc27~lig_jmc28,0.8614,0.0777,0.9311,0.0359
lig_ejm54~lig_ejm55,0.9389,0.1888,2.58,0.1807
lig_ejm31~lig_ejm47,-1.1196,0.1051,-0.4793,0.3682
lig_ejm46~lig_jmc28,0.4162,0.1133,-0.2118,0.0911
lig_ejm31~lig_ejm46,-0.4274,0.3518,-0.7292,0.4054
lig_ejm43~lig_ejm50,-0.6902,0.3586,-1.0841,0.1502
lig_ejm53~lig_ejm55,-3.2906,0.4034,-0.8063,0.3013
lig_ejm44~lig_ejm55,-5.0591,0.3818,-2.366,0.4695
lig_ejm55~lig_jmc27,0.49,0.3024,-0.1239,0.1994
lig_ejm47~lig_ejm55,-0.031,0.2413,-0.4837,0.3568
lig_ejm42~lig_ejm54,-0.0237,0.1599,-0.5602,0.195
