,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm31~lig_ejm50,-0.1414,0.0806,1.0907,0.0552
lig_ejm31~lig_ejm42,2.385,1.6326,1.8833,0.2238
lig_ejm48~lig_ejm53,0.9974,0.0548,-0.3929,0.2015
lig_ejm31~lig_ejm45,0.0795,0.2151,0.8486,0.1246
lig_ejm31~lig_ejm48,0.5607,0.3842,0.1717,0.0607
lig_jmc23~lig_jmc30,0.2833,0.0334,-0.4898,0.4643
lig_ejm43~lig_ejm44,1.5494,0.1341,2.135,0.2551
lig_ejm31~lig_ejm49,-0.3849,0.5983,-0.0321,0.0804
lig_ejm31~lig_ejm54,0.2428,0.1082,-0.1177,0.0729
lig_ejm46~lig_jmc23,0.4151,0.0672,-0.139,0.0947
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.4643,0.2059
lig_ejm31~lig_ejm46,-0.7292,0.4054,-0.4274,0.3518
lig_ejm31~lig_ejm47,-0.4793,0.3682,-1.1196,0.1051
lig_ejm31~lig_ejm44,1.0639,0.1601,3.5892,0.4246
lig_ejm49~lig_ejm55,-0.5797,0.162,-1.824,0.1808
lig_ejm31~lig_jmc27,-0.0907,0.249,-0.656,0.1441
lig_ejm31~lig_ejm53,0.9794,0.3371,1.9386,0.3743
lig_ejm31~lig_jmc28,-0.1316,0.0814,-0.5159,0.0782
lig_ejm31~lig_ejm55,-0.2026,0.097,-0.8976,0.158
lig_ejm31~lig_jmc30,-1.5904,0.1501,-1.6822,0.1553
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.1649,0.1985
lig_ejm31~lig_ejm43,0.9778,0.1142,0.3928,0.2269
lig_ejm47~lig_ejm55,-0.4837,0.3568,-0.031,0.2413
lig_ejm48~lig_ejm55,-0.7205,0.3624,0.2846,0.2644
