,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm45~lig_ejm53,5.8556,0.5767,1.2051,0.2807
lig_ejm44~lig_ejm54,0.1838,0.2303,-1.7788,0.3576
lig_ejm54~lig_ejm55,2.58,0.1807,1.4168,0.0419
lig_ejm48~lig_ejm55,-0.7205,0.3624,0.3482,0.0813
lig_ejm45~lig_ejm55,-3.23,0.4856,-1.2452,0.452
lig_ejm43~lig_ejm46,-1.732,0.096,-1.2995,0.1073
lig_ejm43~lig_ejm47,-0.9204,0.3395,-1.0636,0.0246
lig_ejm42~lig_ejm53,0.6376,0.778,-0.2048,0.0617
lig_ejm42~lig_ejm46,-0.8979,0.1561,-0.3,0.0184
lig_ejm42~lig_ejm47,-1.0341,0.0848,-0.6753,0.0472
lig_ejm42~lig_ejm48,-0.4042,0.1879,-0.8088,0.0405
lig_ejm43~lig_ejm50,-1.0841,0.1502,-0.14,0.1392
lig_ejm42~lig_ejm45,-0.7098,0.262,2.4812,0.0549
lig_ejm42~lig_ejm50,-0.6082,0.1329,-0.2052,0.0294
lig_ejm44~lig_ejm55,-2.366,0.4695,-2.3722,0.2295
lig_ejm44~lig_ejm49,-2.1406,0.1975,-2.2861,0.0888
lig_ejm31~lig_ejm49,-0.3849,0.5983,0.7327,0.0815
lig_ejm31~lig_ejm42,2.385,1.6326,0.4762,0.0262
lig_ejm42~lig_ejm55,-0.8952,0.0801,-0.2998,0.0628
lig_ejm42~lig_ejm44,-0.4932,0.103,-0.8053,0.0857
lig_jmc27~lig_jmc30,-0.1525,0.1923,-0.4625,0.2287
lig_jmc23~lig_jmc30,0.2833,0.0334,-0.1761,0.1121
lig_ejm31~lig_ejm44,1.0639,0.1601,1.6815,0.0281
lig_ejm42~lig_ejm43,-0.6163,0.0274,-0.5386,0.0157
lig_ejm43~lig_ejm44,1.5494,0.1341,1.7109,0.0716
lig_ejm46~lig_jmc27,1.0171,0.1245,1.169,0.0561
lig_ejm46~lig_jmc23,0.4151,0.0672,-1.7602,0.237
lig_jmc27~lig_jmc28,0.9311,0.0359,,
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.68,0.0619
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.4173,0.0298
