,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm45~lig_ejm53,5.8556,0.5767,1.6513223873747194,0.2520344909456996
lig_ejm44~lig_ejm54,0.1838,0.2303,-3.1418572642692135,0.2469811007122371
lig_ejm54~lig_ejm55,2.58,0.1807,1.3386364377595559,0.2529298092351276
lig_ejm48~lig_ejm55,-0.7205,0.3624,-0.20558054486942012,0.2529298092351276
lig_ejm45~lig_ejm55,-3.23,0.4856,0.35322773580536726,0.2520344909456996
lig_ejm43~lig_ejm46,-1.732,0.096,-3.0790454046480242,0.24842587802553825
lig_ejm43~lig_ejm47,-0.9204,0.3395,-1.4482765295483357,0.2507868327285097
lig_ejm42~lig_ejm53,0.6376,0.778,1.8804937569142854,0.2516159149963097
lig_ejm42~lig_ejm46,-0.8979,0.1561,-1.5442169826289778,0.24810926718842524
lig_ejm42~lig_ejm47,-1.0341,0.0848,0.08655189247071071,0.2504732062756719
lig_ejm42~lig_ejm48,-0.4042,0.1879,0.7879796502143535,0.2516159149963097
lig_ejm43~lig_ejm50,-1.0841,0.1502,-0.7225122793980816,0.25192811888991745
lig_ejm42~lig_ejm45,-0.7098,0.262,0.22917136953956607,0.2507159047726531
lig_ejm42~lig_ejm50,-0.6082,0.1329,0.8123161426209649,0.2516159149963097
lig_ejm44~lig_ejm55,-2.366,0.4695,-1.8032208265096576,0.24698110071223706
lig_ejm44~lig_ejm49,-2.1406,0.1975,-0.3336212630902269,0.24698110071223708
lig_ejm31~lig_ejm49,-0.3849,0.5983,1.8102760718999757,0.2538095571613463
lig_ejm31~lig_ejm42,2.385,1.6326,-0.24172259686438835,0.25250024076454025
lig_ejm42~lig_ejm55,-0.8952,0.0801,0.5823991053449333,0.2516159149963097
lig_ejm42~lig_ejm44,-0.4932,0.103,2.385619931854591,0.24563538912123453
lig_jmc27~lig_jmc30,-0.1525,0.1923,0.3451975739629791,0.24906276606114905
lig_jmc23~lig_jmc30,0.2833,0.0334,0.7702306422658012,0.25154392399646625
lig_ejm31~lig_ejm44,1.0639,0.1601,2.1438973349902026,0.2478819618603759
lig_ejm42~lig_ejm43,-0.6163,0.0274,1.5348284220190465,0.2506089730379271
lig_ejm43~lig_ejm44,1.5494,0.1341,0.8507915098355445,0.2459551845290571
lig_ejm46~lig_jmc27,1.0171,0.1245,0.03614205199496645,0.24693935272361095
lig_ejm46~lig_jmc23,0.4151,0.0672,-0.3888910163078556,0.24944163282232035
lig_jmc27~lig_jmc28,0.9311,0.0359,0.30453445648557853,0.2529784262099611
lig_jmc23~lig_jmc28,-0.2812,0.0882,0.7295675247884006,0.2554215503617071
lig_jmc23~lig_jmc27,-0.3684,0.0427,0.42503306830282206,0.25046238068462245
