,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm42~lig_ejm49,-0.453,0.3822,-1.0828,0.223
lig_ejm31~lig_ejm49,-0.3849,0.5983,-0.0321,0.0804
lig_ejm31~lig_ejm48,0.5607,0.3842,0.1717,0.0607
lig_ejm31~lig_ejm53,0.9794,0.3371,1.9386,0.3743
lig_ejm42~lig_ejm47,-1.0341,0.0848,-0.5819,0.2709
lig_ejm31~lig_ejm47,-0.4793,0.3682,-1.1196,0.1051
lig_ejm31~lig_jmc23,-1.2588,0.229,0.1451,0.1637
lig_ejm31~lig_ejm46,-0.7292,0.4054,-0.4274,0.3518
lig_ejm44~lig_ejm45,0.1982,1.0161,-2.4362,0.137
lig_ejm31~lig_ejm45,0.0795,0.2151,0.8486,0.1246
lig_jmc28~lig_jmc30,-0.1714,0.1272,-0.7031,0.1549
lig_ejm46~lig_jmc30,-0.9282,0.3057,-1.2826,0.1894
lig_ejm42~lig_ejm54,-0.5602,0.195,-0.0237,0.1599
lig_ejm54~lig_ejm55,2.58,0.1807,0.9389,0.1888
lig_ejm31~lig_ejm50,-0.1414,0.0806,1.0907,0.0552
lig_ejm42~lig_ejm43,-0.6163,0.0274,0.615,0.1235
lig_ejm43~lig_ejm44,1.5494,0.1341,2.135,0.2551
lig_ejm46~lig_jmc28,-0.2118,0.0911,0.4162,0.1133
lig_ejm42~lig_ejm50,-0.6082,0.1329,0.137,0.6422
lig_ejm42~lig_ejm55,-0.8952,0.0801,-1.2242,0.2141
lig_ejm48~lig_ejm53,0.9974,0.0548,-0.3929,0.2015
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.4643,0.2059
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.1649,0.1985
lig_jmc27~lig_jmc28,0.9311,0.0359,0.8614,0.0777
lig_ejm45~lig_ejm53,5.8556,0.5767,-0.0213,0.3658
lig_ejm44~lig_ejm54,0.1838,0.2303,-5.7565,0.7382
lig_ejm48~lig_ejm55,-0.7205,0.3624,0.2846,0.2644
lig_ejm45~lig_ejm55,-3.23,0.4856,-3.1023,0.2294
lig_ejm43~lig_ejm46,-1.732,0.096,-1.4278,0.1753
lig_ejm43~lig_ejm47,-0.9204,0.3395,0.2931,0.0896
lig_ejm42~lig_ejm53,0.6376,0.778,0.3002,0.2973
lig_ejm42~lig_ejm46,-0.8979,0.1561,0.6676,0.2794
lig_ejm42~lig_ejm48,-0.4042,0.1879,-0.2223,0.2819
lig_ejm43~lig_ejm50,-1.0841,0.1502,-0.6902,0.3586
lig_ejm42~lig_ejm45,-0.7098,0.262,0.0987,0.504
lig_ejm44~lig_ejm55,-2.366,0.4695,-5.0591,0.3818
lig_ejm44~lig_ejm49,-2.1406,0.1975,0.4018,0.5207
lig_ejm31~lig_ejm42,2.385,1.6326,1.8833,0.2238
lig_ejm42~lig_ejm44,-0.4932,0.103,1.8821,0.3962
lig_jmc27~lig_jmc30,-0.1525,0.1923,0.0203,0.2261
lig_jmc23~lig_jmc30,0.2833,0.0334,-0.4898,0.4643
lig_ejm31~lig_ejm44,1.0639,0.1601,3.5892,0.4246
lig_ejm46~lig_jmc27,1.0171,0.1245,0.3519,0.3568
lig_ejm46~lig_jmc23,0.4151,0.0672,-0.139,0.0947
lig_ejm31~lig_jmc28,-0.1316,0.0814,-0.5159,0.0782
Intermediate~lig_ejm49,-1.3785,0.1334,0.6589,0.4482
Intermediate~lig_ejm47,-1.8097,0.0826,-0.8176,0.1332
lig_ejm31~lig_ejm54,0.2428,0.1082,-0.1177,0.0729
lig_ejm49~lig_ejm55,-0.5797,0.162,-1.824,0.1808
lig_ejm31~lig_jmc27,-0.0907,0.249,-0.656,0.1441
lig_ejm31~lig_ejm55,-0.2026,0.097,-0.8976,0.158
lig_ejm31~lig_jmc30,-1.5904,0.1501,-1.6822,0.1553
lig_ejm31~lig_ejm43,0.9778,0.1142,0.3928,0.2269
lig_ejm47~lig_ejm55,-0.4837,0.3568,-0.031,0.2413
lig_ejm50~lig_ejm54,,,-0.3987,0.3932
lig_ejm53~lig_ejm55,-0.8063,0.3013,-3.2906,0.4034
lig_ejm55~lig_jmc27,-0.1239,0.1994,0.49,0.3024
lig_ejm53~lig_ejm54,-1.7751,0.3846,-2.9351,0.162
lig_ejm44~lig_jmc30,-5.3037,0.5499,-4.3395,0.1418
lig_ejm50~lig_ejm55,,,-0.8715,0.2306
lig_ejm53~lig_jmc27,-1.1398,0.0901,-0.2604,0.2255
lig_ejm48~lig_ejm54,-2.293,0.1189,-3.1493,0.1236
