,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_ejm31~lig_ejm50,0.5739,0.0239,0.5739,0.0239
lig_ejm31~lig_ejm42,0.4762,0.0262,0.4762,0.0262
lig_ejm48~lig_ejm53,1.2643,0.1852,1.2643,0.1852
lig_jmc28~lig_jmc30,-0.7541,0.0087,-0.7541,0.0087
lig_ejm31~lig_ejm45,0.6735,0.19,0.6735,0.19
lig_ejm31~lig_ejm48,-0.1024,0.1959,-0.1024,0.1959
lig_jmc23~lig_jmc30,-0.1761,0.1121,-0.1761,0.1121
lig_ejm42~lig_ejm43,-0.5386,0.0157,-0.5386,0.0157
lig_ejm43~lig_ejm44,1.7109,0.0716,1.7109,0.0716
lig_ejm46~lig_jmc23,-1.7602,0.237,-1.7602,0.237
lig_jmc23~lig_jmc27,-0.4173,0.0298,-0.4173,0.0298
lig_ejm31~lig_ejm49,0.7327,0.0815,0.7327,0.0815
lig_ejm50~lig_ejm54,0.3914,0.3015,0.3914,0.3015
lig_jmc27~lig_jmc28,,,,
lig_ejm54~lig_ejm55,1.4168,0.0419,1.4168,0.0419
lig_ejm31~lig_ejm47,-0.3927,0.0548,-0.3927,0.0548
lig_ejm46~lig_jmc28,0.0966,0.0434,0.0966,0.0434
lig_ejm31~lig_ejm46,-0.6039,0.0817,-0.6039,0.0817
lig_ejm43~lig_ejm50,-0.14,0.1392,-0.14,0.1392
lig_ejm53~lig_ejm55,-1.0513,0.1926,-1.0513,0.1926
lig_ejm44~lig_ejm55,-2.3722,0.2295,-2.3722,0.2295
lig_ejm55~lig_jmc27,-0.6495,0.203,-0.6495,0.203
lig_ejm47~lig_ejm55,-0.2057,0.0807,-0.2057,0.0807
lig_ejm42~lig_ejm54,-0.2863,0.0545,-0.2863,0.0545
