,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_ejm45~lig_ejm53,1.6513223873747194,0.2520344909456996,-0.0213,0.3658
lig_ejm44~lig_ejm54,-3.1418572642692135,0.2469811007122371,-5.7565,0.7382
lig_ejm54~lig_ejm55,1.3386364377595559,0.2529298092351276,0.9389,0.1888
lig_ejm48~lig_ejm55,-0.20558054486942012,0.2529298092351276,0.2846,0.2644
lig_ejm45~lig_ejm55,0.35322773580536726,0.2520344909456996,-3.1023,0.2294
lig_ejm43~lig_ejm46,-3.0790454046480242,0.24842587802553825,-1.4278,0.1753
lig_ejm43~lig_ejm47,-1.4482765295483357,0.2507868327285097,0.2931,0.0896
lig_ejm42~lig_ejm53,1.8804937569142854,0.2516159149963097,0.3002,0.2973
lig_ejm42~lig_ejm46,-1.5442169826289778,0.24810926718842524,0.6676,0.2794
lig_ejm42~lig_ejm47,0.08655189247071071,0.2504732062756719,-0.5819,0.2709
lig_ejm42~lig_ejm48,0.7879796502143535,0.2516159149963097,-0.2223,0.2819
lig_ejm43~lig_ejm50,-0.7225122793980816,0.25192811888991745,-0.6902,0.3586
lig_ejm42~lig_ejm45,0.22917136953956607,0.2507159047726531,0.0987,0.504
lig_ejm42~lig_ejm50,0.8123161426209649,0.2516159149963097,0.137,0.6422
lig_ejm44~lig_ejm55,-1.8032208265096576,0.24698110071223706,-5.0591,0.3818
lig_ejm44~lig_ejm49,-0.3336212630902269,0.24698110071223708,0.4018,0.5207
lig_ejm31~lig_ejm49,1.8102760718999757,0.2538095571613463,-0.0321,0.0804
lig_ejm31~lig_ejm42,-0.24172259686438835,0.25250024076454025,1.8833,0.2238
lig_ejm42~lig_ejm55,0.5823991053449333,0.2516159149963097,-1.2242,0.2141
lig_ejm42~lig_ejm44,2.385619931854591,0.24563538912123453,1.8821,0.3962
lig_jmc27~lig_jmc30,0.3451975739629791,0.24906276606114905,0.0203,0.2261
lig_jmc23~lig_jmc30,0.7702306422658012,0.25154392399646625,-0.4898,0.4643
lig_ejm31~lig_ejm44,2.1438973349902026,0.2478819618603759,3.5892,0.4246
lig_ejm42~lig_ejm43,1.5348284220190465,0.2506089730379271,0.615,0.1235
lig_ejm43~lig_ejm44,0.8507915098355445,0.2459551845290571,2.135,0.2551
lig_ejm46~lig_jmc27,0.03614205199496645,0.24693935272361095,0.3519,0.3568
lig_ejm46~lig_jmc23,-0.3888910163078556,0.24944163282232035,-0.139,0.0947
lig_jmc27~lig_jmc28,0.30453445648557853,0.2529784262099611,0.8614,0.0777
lig_jmc23~lig_jmc28,0.7295675247884006,0.2554215503617071,-0.1649,0.1985
lig_jmc23~lig_jmc27,0.42503306830282206,0.25046238068462245,-0.4643,0.2059
