,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_jmc28~lig_jmc30,0.04066311747740059,0.25404925839096637,-0.1714,0.1272
lig_ejm46~lig_jmc30,0.38133962595794557,0.2480362584076917,-0.9282,0.3057
lig_jmc27~lig_jmc28,0.30453445648557853,0.2529784262099611,0.9311,0.0359
lig_jmc23~lig_jmc28,0.7295675247884006,0.2554215503617071,-0.2812,0.0882
lig_ejm31~lig_jmc28,-1.4452630710128211,0.2562927453048539,-0.1316,0.0814
lig_jmc23~lig_jmc27,0.42503306830282206,0.25046238068462245,-0.3684,0.0427
lig_ejm54~lig_ejm55,1.3386364377595559,0.2529298092351276,2.58,0.1807
lig_ejm45~lig_ejm55,0.35322773580536726,0.2520344909456996,-3.23,0.4856
lig_ejm42~lig_ejm54,-0.7562373324146225,0.25161591499630975,-0.5602,0.195
lig_ejm48~lig_ejm53,1.092514106699932,0.2529298092351276,0.9974,0.0548
lig_ejm31~lig_ejm53,1.638771160049897,0.2538095571613463,0.9794,0.3371
lig_ejm42~lig_ejm50,0.8123161426209649,0.2516159149963097,-0.6082,0.1329
lig_ejm31~lig_ejm50,0.5705935457565765,0.2538095571613463,-0.1414,0.0806
lig_ejm31~lig_ejm49,1.8102760718999757,0.2538095571613463,-0.3849,0.5983
Intermediate~lig_ejm49,,,-1.3785,0.1334
lig_ejm31~lig_ejm48,0.5462570533499651,0.2538095571613463,0.5607,0.3842
lig_ejm31~lig_ejm47,-0.15517070439367764,0.25267676919143917,-0.4793,0.3682
Intermediate~lig_ejm47,,,-1.8097,0.0826
lig_ejm31~lig_ejm46,-1.7859395794933661,0.25033363955286936,-0.7292,0.4054
lig_ejm42~lig_ejm45,0.22917136953956607,0.2507159047726531,-0.7098,0.262
lig_ejm43~lig_ejm44,0.8507915098355445,0.2459551845290571,1.5494,0.1341
lig_ejm42~lig_ejm44,2.385619931854591,0.24563538912123453,-0.4932,0.103
lig_ejm42~lig_ejm43,1.5348284220190465,0.2506089730379271,-0.6163,0.0274
lig_ejm31~lig_ejm42,-0.24172259686438835,0.25250024076454025,2.385,1.6326
