,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm54~lig_ejm55,2.58,0.1807,0.9389,0.1888
lig_ejm42~lig_ejm43,-0.6163,0.0274,0.615,0.1235
lig_ejm49~lig_ejm55,-0.5797,0.162,-1.824,0.1808
lig_ejm44~lig_ejm49,-2.1406,0.1975,0.4018,0.5207
lig_ejm48~lig_ejm54,-2.293,0.1189,-3.1493,0.1236
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.4643,0.2059
lig_jmc23~lig_jmc30,0.2833,0.0334,-0.4898,0.4643
lig_ejm53~lig_ejm54,-1.7751,0.3846,-2.9351,0.162
lig_ejm42~lig_ejm45,-0.7098,0.262,0.0987,0.504
lig_jmc27~lig_jmc28,0.9311,0.0359,0.8614,0.0777
lig_ejm42~lig_ejm53,0.6376,0.778,0.3002,0.2973
lig_ejm31~lig_ejm44,1.0639,0.1601,3.5892,0.4246
lig_ejm42~lig_ejm50,-0.6082,0.1329,0.137,0.6422
lig_ejm46~lig_jmc28,-0.2118,0.0911,0.4162,0.1133
lig_ejm42~lig_ejm55,-0.8952,0.0801,-1.2242,0.2141
lig_jmc28~lig_jmc30,-0.1714,0.1272,-0.7031,0.1549
lig_ejm42~lig_ejm48,-0.4042,0.1879,-0.2223,0.2819
lig_ejm42~lig_ejm47,-1.0341,0.0848,-0.5819,0.2709
lig_ejm43~lig_ejm44,1.5494,0.1341,2.135,0.2551
lig_ejm31~lig_ejm49,-0.3849,0.5983,-0.0321,0.0804
lig_ejm42~lig_ejm46,-0.8979,0.1561,0.6676,0.2794
lig_ejm43~lig_ejm50,-1.0841,0.1502,-0.6902,0.3586
lig_ejm45~lig_ejm55,-3.23,0.4856,-3.1023,0.2294
lig_ejm46~lig_jmc27,1.0171,0.1245,0.3519,0.3568
lig_ejm31~lig_ejm42,2.385,1.6326,1.8833,0.2238
lig_ejm44~lig_ejm55,-2.366,0.4695,-5.0591,0.3818
lig_ejm43~lig_ejm47,-0.9204,0.3395,0.2931,0.0896
lig_ejm46~lig_jmc30,-0.9282,0.3057,-1.2826,0.1894
lig_ejm43~lig_ejm46,-1.732,0.096,-1.4278,0.1753
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.1649,0.1985
