,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm31~lig_ejm50,-0.1414,0.0806,-0.1414,0.0806
lig_ejm31~lig_ejm42,2.385,1.6326,2.385,1.6326
lig_ejm48~lig_ejm53,0.9974,0.0548,0.9974,0.0548
lig_ejm31~lig_ejm45,0.0795,0.2151,0.0795,0.2151
lig_ejm31~lig_ejm48,0.5607,0.3842,0.5607,0.3842
lig_jmc23~lig_jmc30,0.2833,0.0334,0.2833,0.0334
lig_ejm43~lig_ejm44,1.5494,0.1341,1.5494,0.1341
lig_ejm31~lig_ejm49,-0.3849,0.5983,-0.3849,0.5983
lig_ejm31~lig_ejm54,0.2428,0.1082,0.2428,0.1082
lig_ejm46~lig_jmc23,0.4151,0.0672,0.4151,0.0672
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.3684,0.0427
lig_ejm31~lig_ejm46,-0.7292,0.4054,-0.7292,0.4054
lig_ejm31~lig_ejm47,-0.4793,0.3682,-0.4793,0.3682
lig_ejm31~lig_ejm44,1.0639,0.1601,1.0639,0.1601
lig_ejm49~lig_ejm55,-0.5797,0.162,-0.5797,0.162
lig_ejm31~lig_jmc27,-0.0907,0.249,-0.0907,0.249
lig_ejm31~lig_ejm53,0.9794,0.3371,0.9794,0.3371
lig_ejm31~lig_jmc28,-0.1316,0.0814,-0.1316,0.0814
lig_ejm31~lig_ejm55,-0.2026,0.097,-0.2026,0.097
lig_ejm31~lig_jmc30,-1.5904,0.1501,-1.5904,0.1501
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.2812,0.0882
lig_ejm31~lig_ejm43,0.9778,0.1142,0.9778,0.1142
lig_ejm47~lig_ejm55,-0.4837,0.3568,-0.4837,0.3568
lig_ejm48~lig_ejm55,-0.7205,0.3624,-0.7205,0.3624
