,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_ejm31~lig_ejm50,0.5705935457565765,0.2538095571613463,-0.1414,0.0806
lig_ejm31~lig_ejm42,-0.24172259686438835,0.25250024076454025,2.385,1.6326
lig_ejm48~lig_ejm53,1.092514106699932,0.2529298092351276,0.9974,0.0548
lig_jmc28~lig_jmc30,0.04066311747740059,0.25404925839096637,-0.1714,0.1272
lig_ejm31~lig_ejm45,-0.012551227324822278,0.2529173531669557,0.0795,0.2151
lig_ejm31~lig_ejm48,0.5462570533499651,0.2538095571613463,0.5607,0.3842
lig_jmc23~lig_jmc30,0.7702306422658012,0.25154392399646625,0.2833,0.0334
lig_ejm42~lig_ejm43,1.5348284220190465,0.2506089730379271,-0.6163,0.0274
lig_ejm43~lig_ejm44,0.8507915098355445,0.2459551845290571,1.5494,0.1341
lig_ejm46~lig_jmc23,-0.3888910163078556,0.24944163282232035,0.4151,0.0672
lig_jmc23~lig_jmc27,0.42503306830282206,0.25046238068462245,-0.3684,0.0427
lig_ejm31~lig_ejm49,1.8102760718999757,0.2538095571613463,-0.3849,0.5983
lig_ejm50~lig_ejm54,-1.5685534750355874,0.2529298092351276,,
lig_jmc27~lig_jmc28,0.30453445648557853,0.2529784262099611,0.9311,0.0359
lig_ejm54~lig_ejm55,1.3386364377595559,0.2529298092351276,2.58,0.1807
lig_ejm31~lig_ejm47,-0.15517070439367764,0.25267676919143917,-0.4793,0.3682
lig_ejm46~lig_jmc28,0.340676508480545,0.25196787131403336,-0.2118,0.0911
lig_ejm31~lig_ejm46,-1.7859395794933661,0.25033363955286936,-0.7292,0.4054
lig_ejm43~lig_ejm50,-0.7225122793980816,0.25192811888991745,-1.0841,0.1502
lig_ejm53~lig_ejm55,-1.298094651569352,0.2529298092351276,-0.8063,0.3013
lig_ejm44~lig_ejm55,-1.8032208265096576,0.24698110071223706,-2.366,0.4695
lig_ejm55~lig_jmc27,-2.0904740359789447,0.2504623806846224,-0.1239,0.1994
lig_ejm47~lig_ejm55,0.4958472128742226,0.25179306341180874,-0.4837,0.3568
lig_ejm42~lig_ejm54,-0.7562373324146225,0.25161591499630975,-0.5602,0.195
