,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm54~lig_ejm55,2.58,0.1807,1.3386364377595559,0.2529298092351276
lig_ejm42~lig_ejm43,-0.6163,0.0274,1.5348284220190465,0.2506089730379271
lig_ejm46~lig_jmc23,0.4151,0.0672,-0.3888910163078556,0.24944163282232035
lig_ejm31~lig_ejm43,0.9778,0.1142,1.293105825154658,0.25281135258159004
lig_ejm31~lig_ejm47,-0.4793,0.3682,-0.15517070439367764,0.25267676919143917
lig_jmc23~lig_jmc27,-0.3684,0.0427,0.42503306830282206,0.25046238068462245
lig_ejm53~lig_ejm54,-1.7751,0.3846,-2.636731089328908,0.2529298092351276
lig_ejm42~lig_ejm45,-0.7098,0.262,0.22917136953956607,0.2507159047726531
lig_ejm31~lig_ejm44,1.0639,0.1601,2.1438973349902026,0.2478819618603759
lig_ejm31~lig_ejm42,2.385,1.6326,-0.24172259686438835,0.25250024076454025
lig_jmc23~lig_jmc28,-0.2812,0.0882,0.7295675247884006,0.2554215503617071
lig_ejm31~lig_ejm55,-0.2026,0.097,0.340676508480545,0.25380955716134623
lig_ejm42~lig_ejm53,0.6376,0.778,1.8804937569142854,0.2516159149963097
lig_ejm42~lig_ejm50,-0.6082,0.1329,0.8123161426209649,0.2516159149963097
lig_ejm31~lig_jmc28,-0.1316,0.0814,-1.4452630710128211,0.2562927453048539
lig_ejm31~lig_jmc30,-1.5904,0.1501,-1.4045999535354206,0.25242850196889544
lig_ejm42~lig_ejm48,-0.4042,0.1879,0.7879796502143535,0.2516159149963097
lig_ejm31~lig_ejm49,-0.3849,0.5983,1.8102760718999757,0.2538095571613463
lig_ejm42~lig_ejm47,-1.0341,0.0848,0.08655189247071071,0.2504732062756719
lig_ejm31~lig_ejm54,0.2428,0.1082,-0.9979599292790109,0.2538095571613463
lig_ejm45~lig_ejm55,-3.23,0.4856,0.35322773580536726,0.2520344909456996
lig_ejm31~lig_ejm48,0.5607,0.3842,0.5462570533499651,0.2538095571613463
lig_ejm42~lig_ejm46,-0.8979,0.1561,-1.5442169826289778,0.24810926718842524
lig_ejm44~lig_jmc30,-5.3037,0.5499,-3.548497288525623,0.2455616448243702
lig_ejm42~lig_ejm49,-0.453,0.3822,2.051998668764364,0.2516159149963097
lig_ejm31~lig_ejm46,-0.7292,0.4054,-1.7859395794933661,0.25033363955286936
lig_ejm50~lig_ejm55,,,-0.22991703727603152,0.2529298092351276
lig_ejm53~lig_jmc27,-1.1398,0.0901,-3.3885686875482968,0.2504623806846224
lig_ejm44~lig_ejm55,-2.366,0.4695,-1.8032208265096576,0.24698110071223706
lig_jmc27~lig_jmc30,-0.1525,0.1923,0.3451975739629791,0.24906276606114905
