,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm45~lig_ejm53,5.8556,0.5767,5.8556,0.5767
lig_ejm44~lig_ejm54,0.1838,0.2303,0.1838,0.2303
lig_ejm54~lig_ejm55,2.58,0.1807,2.58,0.1807
lig_ejm48~lig_ejm55,-0.7205,0.3624,-0.7205,0.3624
lig_ejm45~lig_ejm55,-3.23,0.4856,-3.23,0.4856
lig_ejm43~lig_ejm46,-1.732,0.096,-1.732,0.096
lig_ejm43~lig_ejm47,-0.9204,0.3395,-0.9204,0.3395
lig_ejm42~lig_ejm53,0.6376,0.778,0.6376,0.778
lig_ejm42~lig_ejm46,-0.8979,0.1561,-0.8979,0.1561
lig_ejm42~lig_ejm47,-1.0341,0.0848,-1.0341,0.0848
lig_ejm42~lig_ejm48,-0.4042,0.1879,-0.4042,0.1879
lig_ejm43~lig_ejm50,-1.0841,0.1502,-1.0841,0.1502
lig_ejm42~lig_ejm45,-0.7098,0.262,-0.7098,0.262
lig_ejm42~lig_ejm50,-0.6082,0.1329,-0.6082,0.1329
lig_ejm44~lig_ejm55,-2.366,0.4695,-2.366,0.4695
lig_ejm44~lig_ejm49,-2.1406,0.1975,-2.1406,0.1975
lig_ejm31~lig_ejm49,-0.3849,0.5983,-0.3849,0.5983
lig_ejm31~lig_ejm42,2.385,1.6326,2.385,1.6326
lig_ejm42~lig_ejm55,-0.8952,0.0801,-0.8952,0.0801
lig_ejm42~lig_ejm44,-0.4932,0.103,-0.4932,0.103
lig_jmc27~lig_jmc30,-0.1525,0.1923,-0.1525,0.1923
lig_jmc23~lig_jmc30,0.2833,0.0334,0.2833,0.0334
lig_ejm31~lig_ejm44,1.0639,0.1601,1.0639,0.1601
lig_ejm42~lig_ejm43,-0.6163,0.0274,-0.6163,0.0274
lig_ejm43~lig_ejm44,1.5494,0.1341,1.5494,0.1341
lig_ejm46~lig_jmc27,1.0171,0.1245,1.0171,0.1245
lig_ejm46~lig_jmc23,0.4151,0.0672,0.4151,0.0672
lig_jmc27~lig_jmc28,0.9311,0.0359,0.9311,0.0359
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.2812,0.0882
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.3684,0.0427
