,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_ejm54~lig_ejm55,0.9389,0.1888,0.9389,0.1888
lig_ejm42~lig_ejm43,0.615,0.1235,0.615,0.1235
lig_ejm49~lig_ejm55,-1.824,0.1808,-1.824,0.1808
lig_ejm44~lig_ejm49,0.4018,0.5207,0.4018,0.5207
lig_ejm48~lig_ejm54,-3.1493,0.1236,-3.1493,0.1236
lig_jmc23~lig_jmc27,-0.4643,0.2059,-0.4643,0.2059
lig_jmc23~lig_jmc30,-0.4898,0.4643,-0.4898,0.4643
lig_ejm53~lig_ejm54,-2.9351,0.162,-2.9351,0.162
lig_ejm42~lig_ejm45,0.0987,0.504,0.0987,0.504
lig_jmc27~lig_jmc28,0.8614,0.0777,0.8614,0.0777
lig_ejm42~lig_ejm53,0.3002,0.2973,0.3002,0.2973
lig_ejm31~lig_ejm44,3.5892,0.4246,3.5892,0.4246
lig_ejm42~lig_ejm50,0.137,0.6422,0.137,0.6422
lig_ejm46~lig_jmc28,0.4162,0.1133,0.4162,0.1133
lig_ejm42~lig_ejm55,-1.2242,0.2141,-1.2242,0.2141
lig_jmc28~lig_jmc30,-0.7031,0.1549,-0.7031,0.1549
lig_ejm42~lig_ejm48,-0.2223,0.2819,-0.2223,0.2819
lig_ejm42~lig_ejm47,-0.5819,0.2709,-0.5819,0.2709
lig_ejm43~lig_ejm44,2.135,0.2551,2.135,0.2551
lig_ejm31~lig_ejm49,-0.0321,0.0804,-0.0321,0.0804
lig_ejm42~lig_ejm46,0.6676,0.2794,0.6676,0.2794
lig_ejm43~lig_ejm50,-0.6902,0.3586,-0.6902,0.3586
lig_ejm45~lig_ejm55,-3.1023,0.2294,-3.1023,0.2294
lig_ejm46~lig_jmc27,0.3519,0.3568,0.3519,0.3568
lig_ejm31~lig_ejm42,1.8833,0.2238,1.8833,0.2238
lig_ejm44~lig_ejm55,-5.0591,0.3818,-5.0591,0.3818
lig_ejm43~lig_ejm47,0.2931,0.0896,0.2931,0.0896
lig_ejm46~lig_jmc30,-1.2826,0.1894,-1.2826,0.1894
lig_ejm43~lig_ejm46,-1.4278,0.1753,-1.4278,0.1753
lig_jmc23~lig_jmc28,-0.1649,0.1985,-0.1649,0.1985
