,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_jmc28~lig_jmc30,-0.7031,0.1549,-0.7541,0.0087
lig_ejm46~lig_jmc30,-1.2826,0.1894,-1.0117,0.095
lig_jmc27~lig_jmc28,0.8614,0.0777,,
lig_jmc23~lig_jmc28,-0.1649,0.1985,-0.68,0.0619
lig_ejm31~lig_jmc28,-0.5159,0.0782,-1.0097,0.1523
lig_jmc23~lig_jmc27,-0.4643,0.2059,-0.4173,0.0298
lig_ejm54~lig_ejm55,0.9389,0.1888,1.4168,0.0419
lig_ejm45~lig_ejm55,-3.1023,0.2294,-1.2452,0.452
lig_ejm42~lig_ejm54,-0.0237,0.1599,-0.2863,0.0545
lig_ejm48~lig_ejm53,-0.3929,0.2015,1.2643,0.1852
lig_ejm31~lig_ejm53,1.9386,0.3743,1.2371,0.1556
lig_ejm42~lig_ejm50,0.137,0.6422,-0.2052,0.0294
lig_ejm31~lig_ejm50,1.0907,0.0552,0.5739,0.0239
lig_ejm31~lig_ejm49,-0.0321,0.0804,0.7327,0.0815
Intermediate~lig_ejm49,0.6589,0.4482,-1.1299,0.2077
lig_ejm31~lig_ejm48,0.1717,0.0607,-0.1024,0.1959
lig_ejm31~lig_ejm47,-1.1196,0.1051,-0.3927,0.0548
Intermediate~lig_ejm47,-0.8176,0.1332,-1.9434,0.1893
lig_ejm31~lig_ejm46,-0.4274,0.3518,-0.6039,0.0817
lig_ejm42~lig_ejm45,0.0987,0.504,2.4812,0.0549
lig_ejm43~lig_ejm44,2.135,0.2551,1.7109,0.0716
lig_ejm42~lig_ejm44,1.8821,0.3962,-0.8053,0.0857
lig_ejm42~lig_ejm43,0.615,0.1235,-0.5386,0.0157
lig_ejm31~lig_ejm42,1.8833,0.2238,0.4762,0.0262
